Simulation	-100	-50	0	50	100	150	200	250	300	350	400	450	500	550	600	650
4139	0	0	0.01	0.01	0.01	0.02	0.04	0.19	0.28	0.65	0.86	0.94	0.96	0.95	0.93	0.94
4140	0	0	0	0	0.01	0.01	0.06	0.18	0.28	0.66	0.83	0.95	0.97	0.95	0.9	0.92
4141	0	0	0	0	0	0.02	0.06	0.17	0.29	0.68	0.82	0.95	0.98	0.92	0.96	0.94
4142	0	0	0.01	0	0	0.03	0.05	0.18	0.3	0.66	0.85	0.94	0.98	0.91	0.94	0.94
4143	0	0	0.01	0	0	0.03	0.05	0.18	0.27	0.73	0.83	0.94	0.96	0.94	0.92	0.96
4144	0	0	0	0.01	0.01	0.02	0.06	0.2	0.27	0.68	0.84	0.95	0.97	0.94	0.92	0.94
4145	0	0	0	0	0.01	0.02	0.05	0.18	0.28	0.64	0.84	0.95	0.97	0.95	0.9	0.99
4146	0	0	0.01	0.01	0.01	0.03	0.05	0.17	0.28	0.71	0.84	0.95	0.97	0.94	0.91	0.95
4147	0	0	0.01	0	0.01	0.03	0.05	0.19	0.27	0.72	0.8	0.94	0.98	0.92	0.93	0.95
4148	0.01	0	0	0.01	0	0.03	0.05	0.18	0.3	0.67	0.83	0.94	0.98	0.96	0.93	0.88
4149	0.02	0	0	0	0.01	0.02	0.05	0.19	0.28	0.63	0.83	0.96	0.96	0.92	0.95	0.92
4150	0	0	0.01	0	0	0.03	0.05	0.18	0.27	0.68	0.82	0.96	0.97	0.92	0.94	0.92
4151	0	0	0	0	0.01	0.02	0.07	0.18	0.28	0.63	0.82	0.97	0.97	0.92	0.93	0.95
4152	0	0	0.01	0	0.01	0.02	0.05	0.2	0.28	0.67	0.82	0.95	0.97	0.93	0.91	0.95
4153	0	0	0.01	0	0.02	0.02	0.06	0.18	0.29	0.71	0.81	0.94	0.98	0.96	0.92	0.92
4154	0	0	0.01	0	0.01	0.02	0.05	0.17	0.32	0.66	0.8	0.94	0.97	0.95	0.93	0.94
4155	0	0.02	0.01	0.01	0.01	0.03	0.05	0.19	0.27	0.67	0.84	0.97	0.95	0.97	0.9	0.94
4156	0	0	0	0	0	0.03	0.05	0.17	0.3	0.7	0.81	0.94	0.97	0.95	0.91	0.94
4157	0	0	0	0	0.01	0.02	0.06	0.2	0.28	0.66	0.82	0.97	0.97	0.96	0.92	0.91
4158	0.02	0	0.01	0	0.01	0.01	0.06	0.19	0.26	0.67	0.86	0.95	0.97	0.94	0.9	0.95
4159	0	0	0	0	0.01	0.02	0.05	0.19	0.25	0.7	0.84	0.93	0.97	0.93	0.96	0.92
4160	0	0	0	0	0	0.02	0.05	0.17	0.3	0.64	0.86	0.94	0.97	0.95	0.93	0.92
4161	0	0	0	0	0.02	0.02	0.06	0.18	0.28	0.72	0.77	0.95	0.96	0.94	0.91	0.93
4162	0	0	0	0.01	0.01	0.02	0.06	0.19	0.27	0.68	0.84	0.93	0.98	0.96	0.88	0.93
4163	0	0	0	0	0.01	0.02	0.06	0.17	0.29	0.66	0.84	0.95	0.95	0.93	0.93	0.94
4164	0	0	0	0	0.02	0.02	0.05	0.17	0.31	0.65	0.84	0.94	0.98	0.94	0.9	0.97
4165	0	0	0	0	0.01	0.03	0.05	0.18	0.3	0.7	0.79	0.94	0.97	0.93	0.94	0.94
4166	0	0	0.01	0.01	0	0.03	0.05	0.18	0.29	0.69	0.82	0.95	0.96	0.96	0.92	0.96
4167	0	0	0.01	0	0	0.02	0.06	0.19	0.27	0.66	0.83	0.96	0.98	0.93	0.92	0.93
4168	0	0	0	0	0.01	0.02	0.06	0.18	0.28	0.69	0.86	0.94	0.96	0.95	0.92	0.94
4169	0	0	0	0	0.01	0.01	0.06	0.19	0.27	0.68	0.85	0.95	0.97	0.94	0.91	0.94
4170	0	0	0	0	0.01	0.02	0.06	0.18	0.28	0.69	0.81	0.96	0.97	0.93	0.92	0.97
4171	0.02	0	0	0	0.01	0.03	0.04	0.17	0.28	0.66	0.88	0.93	0.98	0.94	0.92	0.95
4172	0	0	0	0	0	0.03	0.05	0.18	0.28	0.68	0.85	0.94	0.97	0.91	0.94	0.94
4173	0	0	0	0	0	0.02	0.06	0.19	0.28	0.69	0.82	0.95	0.98	0.94	0.91	0.94
4174	0	0	0	0	0	0.02	0.05	0.18	0.3	0.69	0.82	0.95	0.95	0.96	0.92	0.93
4175	0	0	0	0	0.02	0.03	0.04	0.18	0.26	0.69	0.82	0.95	0.97	0.94	0.92	0.93
4176	0	0	0	0.01	0	0.02	0.06	0.17	0.28	0.7	0.82	0.95	0.97	0.92	0.94	0.92
4177	0	0	0.01	0	0.01	0.02	0.06	0.15	0.31	0.69	0.82	0.95	0.95	0.91	0.96	0.93
4178	0	0	0	0	0.01	0.03	0.04	0.18	0.29	0.73	0.81	0.96	0.96	0.94	0.94	0.94
4179	0	0	0	0	0.02	0.02	0.06	0.16	0.28	0.67	0.85	0.92	0.97	0.93	0.95	0.89
4180	0	0.02	0	0.01	0.01	0.02	0.05	0.2	0.27	0.68	0.83	0.97	0.94	0.94	0.92	0.95
4181	0.01	0	0	0.01	0.02	0.03	0.05	0.17	0.28	0.67	0.83	0.93	0.96	0.95	0.93	0.95
4182	0	0	0	0	0.01	0.03	0.05	0.16	0.31	0.67	0.81	0.95	0.98	0.93	0.92	0.94
4183	0	0	0.01	0.01	0	0.02	0.04	0.18	0.3	0.68	0.82	0.94	0.96	0.93	0.95	0.92
4184	0	0	0	0	0.01	0.02	0.07	0.18	0.27	0.65	0.84	0.93	0.97	0.95	0.91	0.94
4185	0	0	0	0	0.01	0.02	0.04	0.18	0.3	0.65	0.83	0.95	0.98	0.92	0.94	0.95
4186	0	0	0.01	0	0	0.03	0.05	0.18	0.29	0.64	0.86	0.93	0.96	0.96	0.92	0.95
4187	0	0	0	0	0	0.03	0.05	0.18	0.29	0.64	0.84	0.97	0.96	0.92	0.93	0.95
4188	0	0	0.01	0	0	0.03	0.06	0.18	0.27	0.68	0.83	0.95	0.96	0.94	0.95	0.94
4189	0	0	0	0	0	0.02	0.05	0.18	0.3	0.66	0.81	0.92	0.97	0.96	0.9	0.91
4190	0	0	0	0	0.01	0.03	0.05	0.19	0.27	0.64	0.87	0.95	0.97	0.94	0.91	0.96
4191	0	0	0	0	0.02	0.02	0.05	0.16	0.3	0.68	0.85	0.93	0.98	0.92	0.95	0.94
4192	0	0	0	0	0.01	0.02	0.05	0.19	0.29	0.69	0.83	0.93	0.97	0.95	0.93	0.9
4193	0	0	0	0	0.01	0.02	0.06	0.18	0.31	0.67	0.85	0.95	0.97	0.93	0.95	0.88
4194	0	0	0	0.01	0	0.02	0.06	0.18	0.27	0.69	0.84	0.93	0.98	0.93	0.95	0.92
4195	0	0	0.01	0	0.01	0.02	0.05	0.19	0.26	0.7	0.8	0.95	0.96	0.93	0.95	0.94
4196	0	0	0	0	0	0.02	0.05	0.18	0.29	0.69	0.81	0.97	0.94	0.96	0.94	0.93
4197	0	0	0	0	0	0.03	0.04	0.19	0.3	0.67	0.81	0.97	0.99	0.9	0.94	0.93
4198	0	0	0	0.01	0	0.02	0.05	0.2	0.27	0.68	0.82	0.96	0.97	0.96	0.91	0.96
4199	0	0	0.01	0	0.01	0.02	0.05	0.17	0.29	0.7	0.82	0.94	0.95	0.96	0.92	0.94
4200	0	0	0	0	0	0.02	0.05	0.19	0.27	0.7	0.8	0.96	0.97	0.93	0.94	0.94
4201	0	0	0	0.01	0	0.03	0.05	0.19	0.29	0.67	0.81	0.93	0.99	0.95	0.92	0.93
4202	0	0	0.01	0	0.01	0.02	0.06	0.2	0.26	0.73	0.82	0.96	0.97	0.95	0.9	0.94
4203	0	0	0	0.01	0	0.02	0.07	0.17	0.27	0.66	0.83	0.94	0.97	0.95	0.93	0.93
4204	0	0	0	0	0	0.03	0.06	0.17	0.28	0.65	0.86	0.94	0.98	0.92	0.94	0.93
4205	0	0	0	0.01	0.01	0.02	0.05	0.18	0.29	0.7	0.8	0.95	0.98	0.93	0.93	0.96
4206	0	0	0.01	0.01	0	0.03	0.06	0.17	0.27	0.67	0.82	0.94	0.96	0.95	0.92	0.96
4207	0	0	0	0	0	0.02	0.05	0.18	0.29	0.69	0.85	0.93	0.97	0.93	0.93	0.95
4208	0	0	0	0	0.02	0.02	0.06	0.16	0.31	0.7	0.81	0.95	0.96	0.94	0.91	0.96
4209	0	0	0	0.01	0.01	0.02	0.06	0.18	0.28	0.69	0.81	0.95	0.96	0.96	0.92	0.91
4210	0	0	0	0	0	0.02	0.05	0.18	0.28	0.68	0.83	0.95	0.96	0.95	0.94	0.89
4211	0	0	0	0	0.01	0.02	0.06	0.18	0.28	0.7	0.83	0.94	0.97	0.95	0.95	0.9
4212	0	0	0.01	0	0	0.02	0.05	0.17	0.29	0.67	0.86	0.93	0.97	0.95	0.9	0.94
4213	0	0	0.01	0	0.01	0.03	0.05	0.18	0.28	0.69	0.83	0.92	0.97	0.96	0.93	0.93
4214	0	0	0.01	0	0.01	0.02	0.06	0.17	0.28	0.7	0.81	0.95	0.96	0.94	0.93	0.96
4215	0	0	0	0	0.01	0.02	0.06	0.17	0.3	0.66	0.84	0.96	0.96	0.96	0.9	0.94
4216	0	0	0	0	0	0.01	0.05	0.19	0.29	0.66	0.85	0.96	0.98	0.95	0.91	0.94
4217	0	0	0	0.01	0.01	0.02	0.06	0.16	0.33	0.71	0.82	0.95	0.96	0.95	0.93	0.93
4218	0	0	0	0	0	0.03	0.05	0.19	0.27	0.69	0.85	0.94	0.97	0.94	0.92	0.95
4219	0	0	0.01	0	0.01	0.02	0.06	0.15	0.31	0.72	0.8	0.96	0.97	0.97	0.88	0.95
4220	0	0	0.01	0	0.01	0.02	0.07	0.16	0.3	0.69	0.83	0.94	0.97	0.97	0.91	0.94
4221	0	0	0	0	0.01	0.02	0.05	0.17	0.3	0.7	0.81	0.95	0.96	0.94	0.93	0.96
4222	0	0	0	0	0.01	0.02	0.05	0.16	0.3	0.69	0.83	0.94	0.98	0.94	0.93	0.93
4223	0	0	0	0	0	0.03	0.05	0.18	0.27	0.7	0.83	0.95	0.96	0.93	0.91	1
4224	0	0	0.01	0	0.01	0.02	0.06	0.18	0.26	0.65	0.85	0.95	0.98	0.93	0.94	0.91
4225	0	0	0	0	0.01	0.02	0.06	0.16	0.31	0.72	0.8	0.95	0.96	0.94	0.92	0.93
4226	0	0	0	0	0.01	0.02	0.05	0.2	0.27	0.68	0.79	0.96	0.96	0.95	0.94	0.93
4227	0	0	0	0.01	0	0.02	0.06	0.17	0.28	0.7	0.82	0.95	0.97	0.92	0.94	0.94
4228	0	0	0	0	0.01	0.02	0.05	0.17	0.32	0.65	0.81	0.96	0.98	0.93	0.92	0.94
4229	0	0	0	0	0.01	0.02	0.06	0.17	0.27	0.72	0.82	0.93	0.97	0.94	0.93	0.96
4230	0.01	0	0	0.01	0.01	0.02	0.05	0.18	0.28	0.67	0.85	0.94	0.96	0.97	0.91	0.91
4231	0	0	0.01	0	0	0.02	0.06	0.17	0.28	0.7	0.78	0.95	0.97	0.96	0.92	0.96
4232	0	0	0	0.01	0.01	0.03	0.06	0.17	0.28	0.68	0.81	0.94	0.97	0.93	0.95	0.9
4233	0	0	0	0	0.01	0.03	0.05	0.17	0.29	0.69	0.85	0.94	0.97	0.93	0.92	0.92
4234	0	0	0.01	0	0.01	0.02	0.04	0.19	0.28	0.66	0.84	0.96	0.98	0.95	0.91	0.95
4235	0	0	0	0	0.01	0.02	0.06	0.17	0.28	0.69	0.84	0.97	0.97	0.95	0.92	0.92
4236	0	0	0	0.01	0	0.03	0.04	0.18	0.3	0.7	0.85	0.94	0.97	0.93	0.93	0.96
4237	0	0	0	0	0	0.02	0.05	0.18	0.27	0.69	0.83	0.96	0.97	0.94	0.92	0.92
4238	0	0	0	0	0.01	0.01	0.06	0.18	0.29	0.66	0.85	0.94	0.97	0.96	0.91	0.94
4239	0	0	0	0	0	0.03	0.05	0.19	0.28	0.68	0.84	0.95	0.97	0.97	0.92	0.95
4240	0	0	0	0	0.01	0.03	0.05	0.2	0.26	0.67	0.85	0.94	0.96	0.97	0.91	0.92
4241	0	0	0	0.01	0	0.03	0.05	0.17	0.28	0.65	0.88	0.95	0.97	0.94	0.95	0.9
4242	0	0	0	0	0	0.03	0.05	0.16	0.31	0.65	0.83	0.97	0.96	0.95	0.91	0.99
4243	0	0	0	0	0.01	0.02	0.06	0.17	0.29	0.72	0.81	0.97	0.97	0.95	0.89	0.94
4244	0	0	0	0	0.01	0.02	0.07	0.18	0.26	0.69	0.83	0.95	0.96	0.97	0.89	0.95
4245	0	0	0	0	0	0.02	0.06	0.18	0.3	0.65	0.81	0.97	0.97	0.93	0.92	0.93
4246	0	0	0.01	0	0.01	0.02	0.05	0.17	0.3	0.7	0.81	0.94	0.98	0.95	0.92	0.9
4247	0	0	0	0.01	0.02	0.02	0.05	0.17	0.28	0.68	0.86	0.94	0.98	0.96	0.9	0.97
4248	0	0	0.01	0	0	0.03	0.06	0.16	0.3	0.68	0.77	0.97	0.97	0.93	0.95	0.9
4249	0	0	0	0	0.01	0.02	0.06	0.17	0.28	0.73	0.83	0.96	0.96	0.95	0.94	0.94
4250	0	0	0	0	0	0.03	0.05	0.18	0.26	0.65	0.85	0.95	0.96	0.95	0.91	0.91
4251	0	0	0.01	0	0.01	0.03	0.05	0.17	0.29	0.66	0.85	0.95	0.96	0.94	0.92	0.94
4252	0	0	0	0	0.01	0.02	0.05	0.17	0.29	0.72	0.83	0.96	0.96	0.94	0.94	0.91
4253	0	0	0	0	0.01	0.02	0.07	0.17	0.27	0.67	0.84	0.95	0.96	0.94	0.94	0.95
4254	0	0	0	0	0.01	0.02	0.05	0.19	0.28	0.7	0.81	0.96	0.96	0.93	0.93	0.92
4255	0	0	0	0	0	0.03	0.06	0.16	0.3	0.67	0.82	0.94	0.97	0.92	0.94	0.96
4256	0	0	0.01	0	0.03	0.02	0.06	0.17	0.3	0.68	0.83	0.95	0.96	0.96	0.92	0.92
4257	0	0	0	0	0	0.03	0.06	0.17	0.29	0.64	0.82	0.95	0.97	0.95	0.92	0.92
4258	0	0.02	0	0	0	0.02	0.05	0.21	0.26	0.66	0.87	0.95	0.97	0.96	0.9	0.91
4259	0	0	0	0	0.01	0.02	0.06	0.17	0.29	0.71	0.82	0.96	0.96	0.96	0.9	0.95
4260	0	0	0	0.01	0	0.03	0.05	0.18	0.3	0.67	0.83	0.94	0.96	0.94	0.94	0.92
4261	0	0	0.01	0	0.02	0.02	0.05	0.16	0.3	0.66	0.86	0.94	0.96	0.95	0.92	0.96
4262	0	0	0.01	0.01	0	0.02	0.05	0.18	0.29	0.69	0.83	0.96	0.96	0.92	0.93	0.97
4263	0	0	0	0	0	0.03	0.04	0.18	0.3	0.67	0.84	0.95	0.97	0.95	0.92	0.93
4264	0	0	0	0	0.01	0.02	0.05	0.19	0.31	0.68	0.84	0.94	0.97	0.96	0.92	0.94
4265	0	0	0	0	0	0.02	0.05	0.17	0.31	0.7	0.79	0.97	0.97	0.91	0.93	0.97
4266	0	0	0	0	0.01	0.03	0.04	0.19	0.29	0.7	0.8	0.94	0.97	0.95	0.89	0.96
4267	0	0	0	0	0.01	0.03	0.06	0.18	0.26	0.68	0.81	0.94	0.95	0.93	0.93	0.95
4268	0	0	0.01	0	0.02	0.03	0.06	0.2	0.24	0.68	0.85	0.94	0.98	0.91	0.93	0.94
4269	0	0	0	0	0	0.03	0.06	0.17	0.28	0.69	0.82	0.97	0.95	0.94	0.93	0.9
4270	0	0	0	0	0.01	0.02	0.06	0.17	0.29	0.64	0.85	0.95	0.96	0.95	0.92	0.96
4271	0	0	0	0	0.01	0.02	0.07	0.17	0.29	0.65	0.87	0.94	0.98	0.94	0.92	0.94
4272	0.01	0	0.01	0	0	0.02	0.05	0.2	0.27	0.65	0.82	0.95	0.95	0.96	0.91	0.94
4273	0	0.02	0	0	0	0.03	0.06	0.15	0.29	0.7	0.8	0.96	0.98	0.92	0.92	0.93
4274	0.02	0	0	0	0.01	0.02	0.05	0.17	0.29	0.68	0.82	0.96	0.96	0.94	0.93	0.93
4275	0	0	0	0	0.01	0.03	0.05	0.19	0.27	0.7	0.83	0.96	0.97	0.96	0.92	0.89
4276	0	0	0	0.01	0	0.03	0.05	0.17	0.28	0.66	0.82	0.95	0.97	0.93	0.95	0.91
4277	0	0	0	0	0	0.03	0.05	0.19	0.26	0.65	0.85	0.95	0.98	0.94	0.91	0.95
4278	0	0	0.01	0	0.01	0.03	0.05	0.2	0.27	0.64	0.86	0.95	0.98	0.94	0.91	0.93
4279	0	0	0	0	0.01	0.02	0.06	0.18	0.3	0.64	0.84	0.94	0.97	0.94	0.91	0.99
4280	0	0	0	0	0.01	0.02	0.06	0.17	0.28	0.7	0.83	0.95	0.96	0.94	0.93	0.93
4281	0	0	0	0.01	0	0.02	0.05	0.2	0.25	0.67	0.81	0.95	0.98	0.96	0.9	0.95
4282	0	0.02	0	0	0.01	0.02	0.05	0.18	0.28	0.67	0.79	0.95	0.96	0.97	0.91	0.94
4283	0	0	0	0	0.01	0.02	0.06	0.18	0.27	0.68	0.81	0.94	0.97	0.93	0.95	0.96
4284	0	0	0.01	0	0.02	0.01	0.05	0.19	0.3	0.68	0.83	0.94	0.97	0.94	0.93	0.92
4285	0	0	0	0	0	0.02	0.05	0.19	0.29	0.67	0.83	0.94	0.95	0.94	0.92	0.95
4286	0	0	0	0.01	0.01	0.03	0.06	0.17	0.27	0.71	0.8	0.94	0.96	0.95	0.93	0.94
4287	0	0	0	0	0	0.02	0.05	0.18	0.28	0.68	0.83	0.92	0.98	0.97	0.9	0.89
4288	0.01	0	0	0	0	0.03	0.05	0.17	0.28	0.71	0.83	0.96	0.95	0.96	0.92	0.92
4289	0	0	0	0.01	0	0.02	0.06	0.19	0.25	0.7	0.85	0.94	0.96	0.94	0.92	0.96
4290	0	0	0.01	0.01	0	0.02	0.06	0.17	0.29	0.66	0.85	0.97	0.97	0.94	0.92	0.95
4291	0	0	0	0	0.01	0.02	0.06	0.18	0.28	0.68	0.84	0.97	0.95	0.94	0.92	0.95
4292	0	0	0	0	0	0.03	0.05	0.19	0.26	0.68	0.83	0.94	0.97	0.93	0.94	0.95
4293	0	0	0	0	0.01	0.03	0.06	0.17	0.26	0.7	0.8	0.96	0.96	0.95	0.9	0.93
4294	0	0	0	0	0.01	0.02	0.06	0.18	0.27	0.67	0.84	0.96	0.96	0.95	0.92	0.93
4295	0	0	0	0	0	0.02	0.06	0.18	0.26	0.75	0.77	0.96	0.97	0.94	0.94	0.92
4296	0	0	0	0	0.02	0.03	0.05	0.17	0.29	0.66	0.83	0.96	0.97	0.93	0.92	0.95
4297	0	0	0	0	0.01	0.02	0.05	0.18	0.3	0.66	0.85	0.94	0.97	0.95	0.93	0.92
4298	0	0	0	0.01	0.01	0.02	0.06	0.17	0.27	0.64	0.85	0.95	0.97	0.96	0.92	0.93
4299	0	0	0	0.01	0	0.02	0.06	0.17	0.29	0.67	0.83	0.96	0.97	0.92	0.94	0.92
4300	0	0	0	0	0.01	0.02	0.05	0.19	0.27	0.68	0.83	0.95	0.97	0.95	0.9	0.96
4301	0	0	0	0	0.01	0.02	0.05	0.19	0.28	0.7	0.81	0.93	0.98	0.93	0.94	0.9
4302	0	0	0	0.01	0	0.03	0.05	0.18	0.29	0.67	0.81	0.96	0.97	0.95	0.93	0.92
4303	0	0	0.01	0	0	0.02	0.06	0.17	0.29	0.69	0.84	0.94	0.97	0.95	0.92	0.9
4304	0	0	0	0	0.01	0.03	0.04	0.18	0.28	0.67	0.81	0.96	0.97	0.94	0.92	1
4305	0	0	0	0	0.01	0.02	0.06	0.18	0.28	0.68	0.81	0.94	0.98	0.95	0.93	0.94
4306	0	0	0.01	0	0	0.02	0.06	0.19	0.27	0.65	0.86	0.93	0.97	0.95	0.92	0.93
4307	0	0	0	0	0.02	0.02	0.05	0.19	0.29	0.65	0.84	0.94	0.97	0.93	0.95	0.93
4308	0	0	0	0	0	0.02	0.05	0.17	0.28	0.67	0.85	0.94	0.98	0.92	0.95	0.94
4309	0	0	0	0.01	0.01	0.03	0.05	0.19	0.29	0.66	0.85	0.94	0.96	0.95	0.92	0.94
4310	0	0	0	0	0	0.01	0.06	0.19	0.27	0.7	0.83	0.94	0.96	0.93	0.95	0.94
4311	0	0	0	0	0	0.03	0.05	0.17	0.29	0.67	0.82	0.97	0.97	0.93	0.91	0.98
4312	0	0	0	0.01	0	0.02	0.05	0.18	0.29	0.64	0.84	0.94	0.98	0.94	0.89	0.96
4313	0	0	0	0.01	0.01	0.02	0.06	0.17	0.27	0.69	0.81	0.97	0.96	0.96	0.91	0.93
4314	0	0	0	0.01	0.01	0.02	0.06	0.17	0.3	0.7	0.8	0.96	0.96	0.94	0.9	0.96
4315	0	0	0	0	0	0.03	0.04	0.19	0.3	0.67	0.81	0.96	0.97	0.93	0.9	0.96
4316	0	0	0.01	0	0.01	0.02	0.05	0.18	0.3	0.66	0.8	0.95	0.98	0.93	0.94	0.9
4317	0	0	0	0	0	0.03	0.05	0.19	0.29	0.66	0.83	0.96	0.95	0.94	0.93	0.93
4318	0	0	0	0.01	0	0.02	0.05	0.19	0.28	0.65	0.84	0.95	0.98	0.93	0.94	0.91
4319	0	0	0.01	0	0.01	0.02	0.05	0.19	0.27	0.68	0.84	0.93	0.98	0.94	0.94	0.93
4320	0	0.02	0	0.01	0.01	0.02	0.05	0.19	0.29	0.61	0.83	0.95	0.97	0.96	0.92	0.93
4321	0	0	0	0	0.01	0.02	0.06	0.18	0.27	0.66	0.84	0.96	0.97	0.95	0.91	0.9
4322	0	0	0	0	0	0.02	0.07	0.17	0.27	0.73	0.81	0.95	0.97	0.95	0.92	0.93
4323	0	0.02	0	0.01	0.01	0.02	0.05	0.2	0.27	0.67	0.82	0.94	0.97	0.96	0.92	0.93
4324	0	0	0	0	0	0.02	0.05	0.18	0.28	0.66	0.82	0.97	0.97	0.93	0.93	0.91
4325	0	0	0	0	0.01	0.02	0.05	0.18	0.29	0.69	0.82	0.94	0.95	0.96	0.92	0.91
4326	0	0	0	0.01	0.01	0.02	0.04	0.2	0.26	0.71	0.79	0.94	0.97	0.94	0.91	0.95
4327	0	0	0.01	0	0.01	0.02	0.05	0.18	0.29	0.65	0.85	0.93	0.97	0.94	0.92	0.99
4328	0	0	0.01	0	0.01	0.03	0.05	0.19	0.28	0.68	0.83	0.96	0.97	0.97	0.9	0.94
4329	0	0	0	0.01	0	0.02	0.06	0.17	0.29	0.73	0.85	0.92	0.97	0.97	0.93	0.88
4330	0	0	0	0.01	0.01	0.02	0.06	0.19	0.27	0.66	0.83	0.96	0.97	0.92	0.93	0.95
4331	0	0	0	0.01	0	0.02	0.05	0.19	0.28	0.69	0.81	0.96	0.97	0.93	0.94	0.93
4332	0	0	0	0	0.02	0.02	0.06	0.19	0.27	0.62	0.83	0.95	0.98	0.93	0.91	0.97
4333	0	0	0	0	0	0.02	0.06	0.19	0.28	0.64	0.83	0.96	0.99	0.95	0.92	0.93
4334	0	0.02	0	0	0.01	0.02	0.05	0.18	0.27	0.68	0.81	0.95	0.96	0.94	0.95	0.94
4335	0	0	0	0.01	0	0.02	0.05	0.18	0.29	0.64	0.85	0.96	0.96	0.94	0.93	0.91
4336	0	0	0	0.01	0	0.03	0.06	0.18	0.26	0.69	0.84	0.96	0.95	0.97	0.92	0.95
4337	0	0	0	0	0	0.02	0.06	0.17	0.3	0.69	0.83	0.95	0.98	0.93	0.93	0.95
4338	0	0	0	0	0	0.02	0.06	0.17	0.31	0.62	0.85	0.96	0.96	0.94	0.91	0.99
4339	0	0	0	0	0	0.02	0.05	0.18	0.31	0.65	0.86	0.92	0.97	0.94	0.91	0.95
4340	0	0	0.01	0	0.01	0.03	0.06	0.17	0.27	0.67	0.86	0.94	0.96	0.94	0.94	0.93
4341	0	0.02	0	0	0	0.03	0.04	0.2	0.26	0.72	0.8	0.93	0.97	0.94	0.92	0.95
4342	0	0	0	0	0.02	0.02	0.06	0.18	0.31	0.65	0.83	0.95	0.97	0.95	0.92	0.91
4343	0	0	0	0.01	0.01	0.01	0.06	0.16	0.3	0.7	0.82	0.95	0.97	0.92	0.95	0.93
4344	0	0.02	0	0	0.01	0.02	0.06	0.18	0.29	0.68	0.81	0.96	0.97	0.96	0.91	0.92
4345	0	0	0.01	0	0.02	0.02	0.06	0.19	0.28	0.69	0.8	0.94	0.97	0.97	0.91	0.92
4346	0	0	0	0.01	0.01	0.02	0.07	0.17	0.3	0.62	0.82	0.94	0.99	0.96	0.88	0.95
4347	0	0	0	0.01	0	0.02	0.06	0.18	0.28	0.72	0.8	0.95	0.97	0.94	0.92	0.93
4348	0	0	0.01	0	0.01	0.02	0.04	0.17	0.32	0.67	0.84	0.96	0.97	0.95	0.92	0.95
4349	0	0	0	0	0.01	0.03	0.06	0.17	0.28	0.68	0.84	0.94	0.96	0.93	0.9	0.96
4350	0	0	0	0	0	0.02	0.05	0.18	0.31	0.71	0.79	0.95	0.96	0.95	0.9	0.98
4351	0	0	0	0	0	0.03	0.05	0.18	0.3	0.7	0.81	0.96	0.97	0.92	0.95	0.95
4352	0	0	0	0	0.01	0.02	0.05	0.18	0.27	0.68	0.83	0.94	0.96	0.94	0.9	0.96
4353	0	0	0	0	0.01	0.02	0.06	0.19	0.29	0.67	0.8	0.93	0.99	0.93	0.91	0.91
4354	0	0	0	0	0.01	0.02	0.06	0.2	0.24	0.72	0.83	0.94	0.95	0.95	0.92	0.92
4355	0	0	0.01	0	0.01	0.02	0.05	0.18	0.29	0.67	0.82	0.94	0.98	0.95	0.92	0.9
4356	0.02	0	0.01	0	0.01	0.03	0.05	0.18	0.28	0.67	0.83	0.96	0.95	0.95	0.94	0.93
4357	0	0	0	0.01	0	0.02	0.05	0.18	0.29	0.71	0.82	0.95	0.96	0.93	0.92	0.93
4358	0	0	0	0	0.01	0.02	0.05	0.19	0.28	0.65	0.85	0.95	0.98	0.93	0.92	0.92
4359	0	0.02	0	0.01	0	0.02	0.05	0.18	0.28	0.68	0.81	0.96	0.97	0.96	0.93	0.93
4360	0	0	0	0.01	0.01	0.02	0.04	0.19	0.29	0.66	0.84	0.94	0.97	0.96	0.93	0.9
4361	0	0	0	0	0.01	0.02	0.05	0.19	0.26	0.65	0.82	0.94	0.97	0.95	0.92	0.95
4362	0	0	0	0	0	0.02	0.06	0.19	0.26	0.69	0.84	0.95	0.98	0.95	0.92	0.91
4363	0	0	0	0	0.01	0.02	0.07	0.15	0.29	0.7	0.82	0.95	0.98	0.93	0.93	0.93
4364	0	0	0	0	0.02	0.02	0.06	0.17	0.3	0.73	0.81	0.94	0.97	0.95	0.93	0.93
4365	0	0	0.01	0	0.01	0.04	0.05	0.19	0.27	0.63	0.82	0.96	0.97	0.95	0.93	0.95
4366	0	0.02	0	0.01	0.02	0.02	0.06	0.16	0.33	0.7	0.81	0.96	0.96	0.94	0.95	0.89
4367	0	0	0	0.01	0.01	0.02	0.06	0.17	0.31	0.69	0.81	0.97	0.95	0.94	0.91	0.93
4368	0.02	0	0	0	0	0.02	0.06	0.18	0.27	0.7	0.79	0.96	0.95	0.94	0.93	0.94
4369	0	0	0	0	0	0.03	0.05	0.17	0.32	0.66	0.84	0.94	0.95	0.96	0.9	0.98
4370	0	0	0	0	0.01	0.03	0.05	0.17	0.28	0.71	0.81	0.97	0.96	0.96	0.91	0.92
4371	0	0	0.01	0	0	0.02	0.05	0.18	0.29	0.69	0.81	0.93	0.97	0.95	0.93	0.93
4372	0	0	0	0	0.02	0.02	0.05	0.17	0.3	0.71	0.84	0.95	0.96	0.94	0.93	0.9
4373	0	0	0	0	0.01	0.02	0.06	0.19	0.26	0.69	0.82	0.95	0.95	0.97	0.92	0.96
