Simulation	-100	-50	0	50	100	150	200	250	300	350	400	450	500	550	600	650
1912	0	0	0	0.01	0.01	0.03	0.05	0.17	0.32	0.7	0.82	0.97	0.95	0.96	0.9	0.95
1913	0	0.02	0.01	0	0	0.02	0.06	0.17	0.29	0.69	0.83	0.95	0.98	0.97	0.91	0.93
1914	0	0	0	0	0.01	0.03	0.04	0.19	0.3	0.65	0.85	0.94	0.96	0.96	0.9	0.93
1915	0	0	0	0.01	0.01	0.02	0.04	0.2	0.28	0.69	0.82	0.94	0.97	0.96	0.91	0.95
1916	0	0	0.01	0	0	0.02	0.06	0.17	0.28	0.69	0.83	0.95	0.97	0.96	0.93	0.91
1917	0.01	0	0	0.01	0.01	0.03	0.05	0.19	0.28	0.7	0.81	0.97	0.97	0.92	0.94	0.91
1918	0	0	0	0	0	0.02	0.06	0.19	0.26	0.72	0.81	0.93	0.97	0.97	0.92	0.93
1919	0	0	0.01	0	0.01	0.02	0.05	0.19	0.27	0.72	0.81	0.93	0.98	0.95	0.92	0.93
1920	0	0	0.01	0	0.01	0.03	0.05	0.16	0.31	0.67	0.83	0.94	0.97	0.93	0.91	0.99
1921	0	0	0	0	0.01	0.03	0.06	0.17	0.3	0.7	0.79	0.96	0.97	0.94	0.91	0.95
1922	0	0	0	0	0.01	0.03	0.05	0.18	0.28	0.7	0.82	0.95	0.96	0.97	0.88	1
1923	0	0	0	0	0	0.03	0.05	0.18	0.3	0.69	0.83	0.96	0.95	0.92	0.96	0.93
1924	0	0	0	0	0.01	0.02	0.06	0.18	0.27	0.69	0.81	0.96	0.96	0.94	0.91	0.95
1925	0.02	0	0	0	0.01	0.02	0.05	0.18	0.31	0.63	0.84	0.96	0.96	0.94	0.94	0.94
1926	0	0	0	0.01	0.01	0.03	0.04	0.19	0.29	0.69	0.83	0.93	0.96	0.95	0.91	0.94
1927	0	0	0.01	0.01	0	0.03	0.05	0.18	0.3	0.63	0.86	0.93	0.97	0.93	0.92	0.93
1928	0	0.02	0.01	0	0.01	0.02	0.05	0.19	0.28	0.7	0.81	0.95	0.98	0.92	0.95	0.93
1929	0	0	0	0	0.01	0.02	0.06	0.18	0.29	0.66	0.84	0.95	0.99	0.91	0.95	0.9
1930	0	0	0.01	0	0	0.03	0.05	0.19	0.31	0.61	0.86	0.94	0.96	0.92	0.94	0.95
1931	0.02	0	0	0.01	0.01	0.02	0.06	0.18	0.29	0.65	0.81	0.96	0.97	0.95	0.91	0.95
1932	0	0	0	0	0.01	0.02	0.05	0.18	0.3	0.66	0.8	0.93	0.97	0.93	0.92	0.95
1933	0	0	0	0.01	0.01	0.03	0.05	0.2	0.29	0.62	0.88	0.96	0.96	0.93	0.94	0.96
1934	0	0	0	0.01	0.01	0.02	0.04	0.19	0.28	0.7	0.83	0.95	0.96	0.94	0.9	0.95
1935	0	0	0	0	0.01	0.02	0.05	0.17	0.28	0.7	0.81	0.96	0.98	0.94	0.92	0.91
1936	0	0	0	0	0.01	0.03	0.05	0.19	0.28	0.66	0.82	0.94	0.97	0.94	0.93	0.97
1937	0	0	0.01	0	0.02	0.02	0.05	0.17	0.31	0.67	0.87	0.92	0.96	0.93	0.94	0.94
1938	0	0	0	0.01	0.01	0.03	0.05	0.2	0.29	0.65	0.83	0.97	0.97	0.93	0.93	0.96
1939	0	0	0	0	0	0.02	0.05	0.17	0.31	0.66	0.85	0.95	0.96	0.93	0.92	0.95
1940	0	0	0	0	0	0.02	0.06	0.19	0.28	0.69	0.82	0.93	0.97	0.97	0.9	0.93
1941	0	0	0	0	0.02	0.02	0.05	0.19	0.27	0.71	0.83	0.93	0.97	0.93	0.94	0.91
1942	0	0	0	0.01	0.01	0.02	0.06	0.18	0.27	0.7	0.82	0.95	0.97	0.94	0.92	0.92
1943	0	0	0	0	0.01	0.02	0.06	0.19	0.28	0.66	0.83	0.94	0.98	0.96	0.91	0.94
1944	0	0	0	0	0.02	0.02	0.06	0.18	0.26	0.66	0.83	0.96	0.96	0.93	0.95	0.93
1945	0	0	0	0	0.01	0.03	0.05	0.18	0.28	0.67	0.81	0.94	0.97	0.94	0.94	0.94
1946	0	0	0	0	0.01	0.03	0.05	0.17	0.29	0.69	0.81	0.97	0.95	0.96	0.91	0.94
1947	0.03	0	0	0	0.01	0.01	0.06	0.18	0.27	0.72	0.79	0.96	0.96	0.96	0.91	0.95
1948	0	0	0	0	0	0.03	0.05	0.19	0.28	0.67	0.82	0.92	0.99	0.94	0.91	0.95
1949	0	0	0	0	0.02	0.02	0.06	0.18	0.26	0.71	0.82	0.93	0.98	0.95	0.93	0.93
1950	0	0	0	0	0.01	0.02	0.06	0.2	0.27	0.68	0.82	0.96	0.96	0.94	0.92	0.97
1951	0	0	0	0	0	0.03	0.05	0.19	0.27	0.72	0.8	0.96	0.98	0.95	0.91	0.95
1952	0	0	0	0	0	0.03	0.04	0.18	0.29	0.68	0.85	0.93	0.97	0.95	0.93	0.92
1953	0	0	0.01	0	0.01	0.03	0.05	0.18	0.27	0.72	0.8	0.94	0.97	0.95	0.93	0.94
1954	0	0	0	0	0.01	0.02	0.05	0.17	0.32	0.71	0.82	0.92	0.97	0.94	0.91	0.96
1955	0	0	0	0	0.02	0.03	0.05	0.19	0.29	0.63	0.84	0.95	0.97	0.95	0.93	0.93
1956	0	0	0	0	0.01	0.02	0.06	0.19	0.27	0.71	0.82	0.92	0.98	0.95	0.91	0.93
1957	0	0	0	0	0.01	0.02	0.06	0.18	0.28	0.66	0.82	0.96	0.95	0.96	0.91	0.95
1958	0	0	0	0	0.01	0.02	0.05	0.19	0.29	0.65	0.86	0.96	0.96	0.95	0.93	0.94
1959	0	0	0	0	0.02	0.02	0.05	0.18	0.27	0.73	0.82	0.94	0.97	0.93	0.92	0.95
1960	0	0	0	0.01	0.02	0.01	0.05	0.19	0.28	0.68	0.82	0.95	0.97	0.93	0.91	0.95
1961	0	0	0	0	0.01	0.03	0.06	0.16	0.3	0.66	0.82	0.95	0.97	0.97	0.9	0.92
1962	0	0.02	0	0	0.01	0.02	0.05	0.18	0.29	0.67	0.83	0.95	0.97	0.94	0.92	0.95
1963	0	0	0	0.01	0.02	0.02	0.05	0.18	0.28	0.66	0.79	0.96	0.94	0.96	0.91	0.93
1964	0	0	0	0	0	0.02	0.06	0.19	0.26	0.7	0.81	0.97	0.97	0.93	0.92	0.93
1965	0	0	0	0	0.01	0.03	0.05	0.19	0.27	0.69	0.82	0.95	0.96	0.94	0.94	0.94
1966	0	0	0	0	0.01	0.02	0.05	0.17	0.31	0.66	0.81	0.95	0.98	0.95	0.92	0.93
1967	0	0	0	0	0.01	0.02	0.05	0.17	0.3	0.67	0.85	0.95	0.97	0.94	0.93	0.93
1968	0	0	0	0	0.01	0.02	0.05	0.19	0.28	0.65	0.81	0.95	0.96	0.94	0.94	0.94
1969	0	0.02	0	0	0.02	0.02	0.05	0.18	0.3	0.66	0.83	0.96	0.97	0.97	0.9	0.93
1970	0	0	0	0	0.01	0.03	0.05	0.19	0.3	0.71	0.8	0.96	0.97	0.93	0.92	0.96
1971	0	0	0	0	0.03	0.02	0.06	0.17	0.28	0.67	0.84	0.96	0.96	0.95	0.91	0.95
1972	0	0	0	0	0.01	0.02	0.06	0.17	0.31	0.67	0.8	0.95	0.97	0.96	0.92	0.9
1973	0	0	0.01	0	0	0.02	0.06	0.17	0.3	0.68	0.85	0.94	0.96	0.95	0.91	0.94
1974	0.01	0	0	0	0.01	0.02	0.05	0.17	0.31	0.67	0.83	0.95	0.97	0.95	0.94	0.9
1975	0	0	0.01	0.01	0	0.02	0.07	0.18	0.28	0.69	0.84	0.93	0.97	0.94	0.93	0.93
1976	0	0	0	0	0.02	0.03	0.05	0.17	0.3	0.67	0.84	0.95	0.97	0.95	0.92	0.9
1977	0	0	0.01	0	0	0.02	0.07	0.17	0.28	0.7	0.84	0.94	0.95	0.93	0.92	0.93
1978	0	0	0	0.01	0.01	0.02	0.06	0.16	0.3	0.67	0.83	0.95	0.96	0.92	0.95	0.92
1979	0	0	0	0.01	0	0.02	0.06	0.19	0.28	0.68	0.83	0.96	0.96	0.96	0.91	0.95
1980	0	0	0	0	0	0.03	0.05	0.19	0.28	0.62	0.83	0.96	0.96	0.97	0.9	0.98
1981	0	0	0	0	0.01	0.02	0.05	0.19	0.27	0.69	0.83	0.93	0.98	0.95	0.9	0.91
1982	0	0	0	0	0.01	0.02	0.06	0.16	0.31	0.65	0.86	0.94	0.97	0.95	0.91	0.93
1983	0	0	0.01	0.01	0	0.02	0.07	0.2	0.26	0.65	0.81	0.93	0.97	0.95	0.92	0.96
1984	0	0	0	0.01	0	0.03	0.05	0.19	0.26	0.68	0.85	0.94	0.98	0.94	0.92	0.95
1985	0	0	0.01	0	0	0.03	0.07	0.17	0.29	0.68	0.8	0.96	0.96	0.93	0.93	0.93
1986	0	0	0.01	0.01	0.01	0.02	0.06	0.18	0.29	0.67	0.85	0.94	0.96	0.96	0.9	0.92
1987	0.01	0	0	0	0.01	0.03	0.04	0.19	0.27	0.65	0.84	0.96	0.95	0.97	0.93	0.92
1988	0	0	0	0	0.01	0.02	0.06	0.19	0.28	0.65	0.81	0.92	0.98	0.94	0.94	0.93
1989	0	0	0	0.01	0	0.02	0.05	0.18	0.29	0.71	0.8	0.96	0.95	0.94	0.93	0.92
1990	0	0	0	0	0.01	0.03	0.04	0.2	0.28	0.65	0.86	0.94	0.97	0.95	0.93	0.9
1991	0	0	0	0	0.01	0.01	0.06	0.19	0.28	0.67	0.83	0.95	0.97	0.96	0.94	0.92
1992	0	0	0	0.01	0	0.02	0.05	0.17	0.29	0.66	0.85	0.95	0.97	0.95	0.91	0.92
1993	0	0	0.01	0	0.01	0.03	0.05	0.19	0.27	0.68	0.83	0.94	0.98	0.95	0.9	0.95
1994	0	0	0	0.01	0.01	0.03	0.05	0.19	0.28	0.69	0.83	0.96	0.94	0.94	0.95	0.94
1995	0	0	0	0	0	0.02	0.06	0.17	0.29	0.7	0.81	0.96	0.97	0.92	0.93	0.92
1996	0	0	0	0	0	0.02	0.05	0.19	0.28	0.7	0.81	0.93	0.97	0.94	0.94	0.95
1997	0	0	0	0	0.02	0.02	0.05	0.18	0.27	0.69	0.85	0.94	0.97	0.94	0.95	0.89
1998	0	0	0	0	0.01	0.02	0.06	0.18	0.29	0.68	0.81	0.95	0.97	0.95	0.92	0.9
1999	0	0	0	0.01	0.01	0.02	0.06	0.17	0.26	0.72	0.8	0.96	0.97	0.94	0.91	0.94
2000	0	0	0	0	0.01	0.03	0.05	0.18	0.29	0.67	0.86	0.92	0.97	0.95	0.92	0.95
2001	0	0.02	0	0	0.01	0.02	0.05	0.19	0.29	0.68	0.84	0.95	0.96	0.95	0.93	0.9
2002	0.02	0	0.01	0.01	0	0.03	0.05	0.17	0.31	0.69	0.82	0.97	0.97	0.95	0.92	0.93
2003	0	0	0	0	0.01	0.03	0.05	0.17	0.3	0.69	0.82	0.95	0.97	0.93	0.93	0.91
2004	0.02	0	0	0	0	0.03	0.05	0.17	0.3	0.69	0.82	0.94	0.96	0.95	0.93	0.94
2005	0	0	0	0	0.01	0.03	0.06	0.18	0.27	0.68	0.81	0.96	0.96	0.93	0.95	0.91
2006	0	0	0	0	0.01	0.03	0.05	0.18	0.29	0.65	0.83	0.94	0.97	0.91	0.95	0.95
2007	0	0	0	0.01	0.01	0.02	0.06	0.19	0.28	0.66	0.83	0.94	0.97	0.97	0.89	0.93
2008	0	0	0	0	0.01	0.02	0.05	0.19	0.29	0.68	0.83	0.94	0.98	0.95	0.94	0.9
2009	0	0	0.01	0	0	0.02	0.06	0.19	0.27	0.71	0.81	0.93	0.98	0.93	0.94	0.95
2010	0	0	0.01	0	0.01	0.02	0.06	0.18	0.29	0.68	0.82	0.95	0.96	0.94	0.94	0.88
2011	0	0	0	0.01	0	0.03	0.05	0.18	0.3	0.7	0.81	0.95	0.96	0.97	0.9	0.93
2012	0	0	0	0	0	0.03	0.05	0.19	0.29	0.69	0.84	0.95	0.96	0.96	0.9	0.97
2013	0	0	0	0	0.01	0.02	0.05	0.17	0.31	0.67	0.85	0.95	0.97	0.94	0.91	0.95
2014	0.02	0	0	0	0.02	0.02	0.06	0.18	0.28	0.67	0.82	0.96	0.98	0.94	0.91	0.94
2015	0.01	0	0	0.01	0	0.02	0.05	0.17	0.29	0.66	0.82	0.95	0.96	0.95	0.92	0.93
2016	0	0	0	0	0	0.02	0.06	0.17	0.3	0.69	0.81	0.95	0.97	0.93	0.93	0.94
2017	0	0	0	0	0	0.02	0.07	0.17	0.28	0.69	0.83	0.93	0.97	0.95	0.92	0.9
2018	0	0	0.01	0.01	0.01	0.02	0.06	0.18	0.31	0.66	0.85	0.96	0.96	0.93	0.93	0.93
2019	0	0	0	0.01	0.01	0.02	0.05	0.19	0.28	0.69	0.81	0.95	0.97	0.92	0.94	0.92
2020	0.02	0	0	0	0.01	0.02	0.05	0.2	0.26	0.68	0.83	0.94	0.98	0.95	0.92	0.93
2021	0	0	0	0	0.01	0.02	0.05	0.19	0.29	0.67	0.83	0.96	0.97	0.92	0.91	0.94
2022	0	0	0	0	0.01	0.01	0.06	0.19	0.26	0.67	0.82	0.95	0.97	0.95	0.92	0.93
2023	0	0	0	0	0.01	0.02	0.04	0.17	0.29	0.7	0.81	0.95	0.98	0.94	0.89	0.97
2024	0	0	0	0	0.01	0.02	0.06	0.18	0.27	0.69	0.83	0.93	0.96	0.95	0.93	0.93
2025	0	0	0.01	0	0	0.03	0.05	0.16	0.3	0.65	0.84	0.93	0.99	0.95	0.9	0.94
2026	0	0	0	0	0.02	0.02	0.06	0.17	0.29	0.66	0.82	0.97	0.97	0.92	0.94	0.95
2027	0	0	0	0	0	0.02	0.05	0.18	0.28	0.67	0.83	0.95	0.96	0.96	0.94	0.92
2028	0	0	0	0	0.01	0.03	0.05	0.18	0.3	0.64	0.83	0.95	0.96	0.94	0.91	0.97
2029	0.02	0	0	0.01	0.01	0.02	0.05	0.17	0.3	0.65	0.84	0.96	0.97	0.96	0.91	0.94
2030	0	0.02	0	0	0.01	0.02	0.05	0.19	0.29	0.68	0.83	0.94	0.95	0.94	0.91	0.96
2031	0	0	0	0	0.01	0.02	0.06	0.19	0.27	0.66	0.83	0.93	0.96	0.94	0.94	0.96
2032	0	0	0.01	0	0.02	0.02	0.06	0.16	0.31	0.69	0.81	0.93	0.97	0.95	0.97	0.92
2033	0	0	0	0	0.01	0.03	0.04	0.18	0.28	0.7	0.83	0.95	0.97	0.93	0.91	0.96
2034	0	0	0.01	0	0.01	0.03	0.04	0.17	0.29	0.69	0.83	0.98	0.96	0.92	0.95	0.96
2035	0	0	0	0.01	0.01	0.02	0.05	0.2	0.25	0.7	0.85	0.93	0.96	0.95	0.93	0.94
2036	0	0	0	0	0	0.02	0.05	0.18	0.27	0.7	0.82	0.97	0.96	0.93	0.93	0.96
2037	0	0	0	0	0.02	0.03	0.04	0.16	0.3	0.68	0.86	0.95	0.96	0.97	0.89	0.96
2038	0	0	0.01	0	0	0.02	0.05	0.2	0.26	0.66	0.82	0.95	0.97	0.94	0.93	0.91
2039	0	0	0	0	0.01	0.02	0.06	0.17	0.31	0.7	0.81	0.94	0.97	0.93	0.95	0.92
2040	0	0	0	0	0.01	0.02	0.05	0.19	0.27	0.68	0.82	0.92	0.96	0.92	0.95	0.93
2041	0	0	0	0	0.02	0.03	0.04	0.17	0.27	0.68	0.85	0.95	0.96	0.93	0.91	0.97
2042	0	0	0.01	0.01	0	0.01	0.06	0.17	0.29	0.69	0.84	0.94	0.97	0.94	0.91	0.93
2043	0	0	0	0	0.01	0.02	0.04	0.21	0.25	0.69	0.84	0.95	0.97	0.94	0.94	0.92
2044	0	0	0	0	0.01	0.02	0.06	0.17	0.31	0.66	0.87	0.93	0.99	0.94	0.93	0.94
2045	0	0	0	0	0.01	0.02	0.05	0.19	0.28	0.67	0.8	0.94	0.98	0.92	0.94	0.92
2046	0	0	0	0.01	0	0.02	0.05	0.18	0.29	0.65	0.84	0.92	0.96	0.95	0.9	0.96
2047	0	0	0	0	0	0.03	0.05	0.18	0.29	0.62	0.84	0.93	0.96	0.94	0.95	0.91
2048	0	0	0	0.01	0	0.02	0.07	0.18	0.29	0.73	0.83	0.95	0.98	0.93	0.94	0.94
2049	0	0	0	0.01	0.01	0.02	0.05	0.18	0.28	0.67	0.83	0.96	0.96	0.94	0.91	0.97
2050	0	0	0	0.01	0	0.02	0.06	0.17	0.29	0.69	0.81	0.95	0.97	0.94	0.92	0.92
2051	0	0	0.01	0	0	0.03	0.05	0.18	0.28	0.64	0.84	0.93	0.99	0.94	0.91	0.97
2052	0	0	0	0	0.01	0.02	0.05	0.19	0.28	0.67	0.83	0.95	0.97	0.93	0.92	0.93
2053	0	0	0.01	0	0	0.02	0.06	0.18	0.29	0.64	0.85	0.96	0.96	0.94	0.93	0.96
2054	0	0	0	0.01	0	0.03	0.05	0.19	0.28	0.69	0.8	0.96	0.96	0.92	0.93	0.95
2055	0	0.02	0	0.01	0.01	0.02	0.05	0.18	0.3	0.69	0.82	0.95	0.97	0.95	0.91	0.94
2056	0	0	0	0	0.02	0.02	0.05	0.17	0.3	0.71	0.8	0.96	0.97	0.95	0.92	0.95
2057	0	0	0	0.01	0.01	0.03	0.06	0.17	0.27	0.71	0.84	0.95	0.97	0.95	0.93	0.96
2058	0	0	0	0	0.01	0.02	0.05	0.16	0.33	0.66	0.84	0.95	0.95	0.97	0.91	0.95
2059	0	0	0	0	0.01	0.02	0.05	0.19	0.29	0.69	0.82	0.94	0.98	0.94	0.89	0.96
2060	0	0	0	0	0.01	0.02	0.05	0.17	0.29	0.66	0.82	0.96	0.97	0.91	0.94	0.94
2061	0.01	0	0	0	0.01	0.02	0.05	0.17	0.3	0.66	0.81	0.95	0.96	0.94	0.93	0.93
2062	0	0	0	0.01	0.01	0.02	0.06	0.18	0.27	0.69	0.81	0.93	0.99	0.94	0.91	0.96
2063	0	0	0	0.01	0	0.02	0.06	0.17	0.31	0.69	0.82	0.91	0.97	0.93	0.95	0.95
2064	0	0	0.01	0	0.01	0.03	0.05	0.16	0.28	0.71	0.82	0.95	0.97	0.95	0.93	0.89
2065	0	0.02	0.01	0.01	0	0.02	0.05	0.16	0.31	0.66	0.85	0.95	0.97	0.92	0.93	0.94
2066	0	0	0	0	0	0.02	0.05	0.17	0.29	0.69	0.81	0.96	0.96	0.93	0.92	0.97
2067	0	0	0	0	0.01	0.02	0.06	0.18	0.29	0.68	0.84	0.96	0.97	0.93	0.93	0.94
2068	0	0.04	0	0	0.01	0.03	0.04	0.19	0.28	0.67	0.82	0.96	0.97	0.92	0.93	0.94
2069	0	0	0.01	0.01	0.01	0.02	0.05	0.18	0.28	0.71	0.81	0.94	0.97	0.94	0.93	0.95
2070	0	0	0	0	0.01	0.02	0.06	0.16	0.29	0.69	0.81	0.96	0.96	0.95	0.89	0.96
2071	0	0	0.01	0	0.01	0.02	0.05	0.19	0.28	0.69	0.8	0.95	0.97	0.97	0.9	0.91
2072	0	0	0.01	0	0.01	0.02	0.05	0.18	0.29	0.71	0.83	0.94	0.96	0.95	0.95	0.88
2073	0	0	0.01	0	0.01	0.03	0.06	0.17	0.29	0.69	0.84	0.95	0.96	0.93	0.96	0.93
2074	0	0	0	0	0.01	0.02	0.05	0.19	0.27	0.7	0.85	0.96	0.96	0.95	0.91	0.96
2075	0	0	0	0	0.01	0.02	0.07	0.17	0.28	0.73	0.8	0.94	0.98	0.94	0.91	0.93
2076	0	0	0	0	0	0.02	0.06	0.17	0.28	0.69	0.82	0.96	0.96	0.95	0.95	0.91
2077	0	0	0	0.01	0.01	0.03	0.06	0.17	0.29	0.7	0.83	0.96	0.96	0.94	0.92	0.96
2078	0	0	0	0.01	0.01	0.02	0.05	0.18	0.29	0.66	0.83	0.96	0.96	0.95	0.94	0.92
2079	0	0	0	0.01	0	0.02	0.06	0.17	0.29	0.69	0.79	0.96	0.96	0.96	0.9	0.95
2080	0	0	0	0	0.01	0.03	0.05	0.17	0.29	0.69	0.79	0.96	0.96	0.96	0.91	0.95
2081	0	0	0.01	0.01	0.01	0.03	0.05	0.18	0.28	0.72	0.79	0.95	0.96	0.94	0.94	0.89
2082	0.02	0	0	0	0.01	0.03	0.06	0.17	0.28	0.67	0.81	0.96	0.97	0.94	0.91	0.96
2083	0	0	0.01	0	0	0.03	0.04	0.19	0.29	0.69	0.83	0.94	0.97	0.96	0.9	0.98
2084	0	0	0	0	0	0.02	0.06	0.18	0.28	0.66	0.87	0.94	0.97	0.93	0.91	0.95
2085	0	0	0	0	0.01	0.02	0.05	0.17	0.3	0.66	0.84	0.95	0.97	0.94	0.93	0.91
2086	0	0	0	0.01	0	0.03	0.05	0.17	0.29	0.72	0.83	0.96	0.97	0.96	0.92	0.96
2087	0	0	0	0	0	0.02	0.06	0.18	0.28	0.69	0.81	0.95	0.96	0.96	0.9	0.96
2088	0	0	0	0	0	0.03	0.06	0.17	0.3	0.69	0.84	0.94	0.96	0.96	0.91	0.91
2089	0	0	0	0	0.01	0.02	0.05	0.17	0.29	0.69	0.86	0.93	0.97	0.95	0.94	0.91
2090	0	0	0.01	0	0	0.02	0.05	0.19	0.3	0.67	0.84	0.96	0.98	0.95	0.9	0.92
2091	0	0	0	0.01	0	0.02	0.06	0.18	0.29	0.71	0.82	0.95	0.97	0.94	0.91	0.95
2092	0	0	0	0.01	0.01	0.02	0.05	0.2	0.27	0.67	0.83	0.96	0.95	0.95	0.93	0.93
2093	0	0	0	0.01	0.01	0.02	0.05	0.18	0.29	0.66	0.84	0.93	0.98	0.91	0.97	0.95
2094	0	0	0	0.01	0	0.03	0.04	0.18	0.28	0.7	0.81	0.96	0.96	0.96	0.93	0.9
2095	0.02	0	0	0	0.01	0.03	0.04	0.19	0.28	0.7	0.81	0.95	0.97	0.93	0.92	0.95
2096	0	0	0	0	0.01	0.02	0.05	0.17	0.29	0.71	0.8	0.95	0.96	0.95	0.92	0.94
2097	0	0	0	0	0.02	0.02	0.06	0.19	0.28	0.69	0.82	0.95	0.97	0.95	0.91	0.94
2098	0	0	0	0	0.01	0.02	0.06	0.17	0.27	0.71	0.82	0.91	0.97	0.94	0.93	0.94
2099	0	0	0	0.01	0	0.02	0.06	0.17	0.29	0.68	0.83	0.95	0.95	0.95	0.93	0.93
2100	0.02	0	0	0.01	0.01	0.01	0.06	0.18	0.28	0.64	0.84	0.94	0.98	0.93	0.92	0.97
2101	0	0	0	0	0	0.02	0.06	0.17	0.27	0.69	0.86	0.94	0.98	0.92	0.91	0.96
2102	0	0	0	0	0.01	0.02	0.06	0.19	0.26	0.63	0.85	0.94	0.96	0.95	0.92	0.95
2103	0	0	0	0	0.01	0.02	0.05	0.18	0.29	0.65	0.88	0.94	0.98	0.94	0.91	0.94
2104	0	0	0	0.01	0.01	0.02	0.04	0.18	0.3	0.66	0.81	0.95	0.99	0.95	0.91	0.95
2105	0	0	0.01	0	0.01	0.02	0.05	0.2	0.28	0.7	0.82	0.97	0.96	0.95	0.91	0.96
2106	0	0	0	0	0	0.02	0.05	0.19	0.28	0.67	0.84	0.96	0.95	0.94	0.93	0.89
2107	0	0.02	0	0	0	0.02	0.07	0.18	0.27	0.67	0.83	0.95	0.98	0.93	0.93	0.92
2108	0.02	0	0	0	0.01	0.02	0.05	0.19	0.26	0.66	0.85	0.95	0.98	0.92	0.94	0.9
2109	0	0	0.01	0	0	0.02	0.08	0.16	0.28	0.69	0.83	0.96	0.94	0.93	0.96	0.91
2110	0	0	0.01	0	0	0.02	0.05	0.2	0.27	0.66	0.84	0.98	0.95	0.95	0.92	0.9
2111	0	0	0	0	0.01	0.02	0.06	0.18	0.28	0.68	0.83	0.94	0.98	0.96	0.95	0.86
2112	0.01	0	0	0	0	0.02	0.05	0.17	0.28	0.71	0.85	0.96	0.97	0.93	0.92	0.92
2113	0	0	0.01	0	0.01	0.02	0.05	0.16	0.33	0.61	0.88	0.93	0.97	0.94	0.93	0.91
2114	0.02	0	0	0.01	0	0.03	0.05	0.18	0.29	0.75	0.77	0.94	0.98	0.93	0.92	0.96
2115	0	0	0	0	0.01	0.03	0.05	0.16	0.29	0.7	0.8	0.94	0.99	0.92	0.96	0.9
2116	0	0	0	0	0.01	0.02	0.05	0.2	0.28	0.69	0.81	0.93	0.96	0.95	0.91	0.94
2117	0	0	0	0.01	0	0.02	0.06	0.16	0.29	0.71	0.8	0.96	0.97	0.94	0.92	0.97
2118	0	0	0	0	0.01	0.03	0.05	0.18	0.27	0.69	0.78	0.96	0.98	0.95	0.92	0.93
2119	0	0	0	0	0.01	0.02	0.04	0.2	0.27	0.72	0.8	0.95	0.96	0.95	0.92	0.95
2120	0	0	0	0	0.02	0.03	0.04	0.19	0.28	0.67	0.82	0.95	0.98	0.93	0.95	0.91
2121	0	0	0	0	0.01	0.02	0.05	0.18	0.29	0.68	0.8	0.95	0.99	0.94	0.91	0.94
2122	0	0	0	0	0.01	0.03	0.05	0.18	0.27	0.68	0.79	0.95	0.98	0.94	0.91	0.96
2123	0	0	0.01	0	0.01	0.03	0.05	0.17	0.28	0.68	0.84	0.97	0.94	0.94	0.95	0.92
2124	0	0	0	0	0	0.02	0.06	0.18	0.3	0.71	0.81	0.95	0.99	0.94	0.93	0.95
2125	0	0	0	0.01	0	0.02	0.06	0.18	0.3	0.64	0.84	0.96	0.97	0.94	0.94	0.93
2126	0	0	0.01	0	0	0.02	0.06	0.17	0.26	0.71	0.8	0.95	0.96	0.92	0.93	0.95
2127	0	0	0	0	0.02	0.02	0.04	0.19	0.28	0.7	0.82	0.95	0.97	0.93	0.94	0.92
2128	0	0.02	0	0	0.01	0.03	0.04	0.18	0.29	0.66	0.81	0.97	0.97	0.93	0.92	0.97
2129	0	0	0	0	0.01	0.02	0.05	0.17	0.29	0.66	0.81	0.95	0.97	0.94	0.92	0.93
2130	0	0	0	0	0.01	0.02	0.05	0.17	0.3	0.69	0.84	0.94	0.96	0.94	0.94	0.92
2131	0	0	0	0.01	0.01	0.02	0.05	0.17	0.27	0.71	0.83	0.96	0.96	0.95	0.91	0.94
2132	0	0	0	0	0	0.02	0.07	0.17	0.3	0.63	0.83	0.94	0.96	0.94	0.94	0.95
2133	0.02	0	0	0	0	0.03	0.05	0.21	0.27	0.68	0.8	0.95	0.97	0.93	0.94	0.89
2134	0	0	0	0.01	0.01	0.02	0.06	0.2	0.26	0.63	0.86	0.95	0.98	0.97	0.91	0.9
2135	0	0	0	0	0	0.02	0.06	0.18	0.29	0.69	0.83	0.94	0.98	0.93	0.94	0.9
2136	0	0	0	0.01	0	0.02	0.05	0.18	0.29	0.69	0.83	0.95	0.98	0.94	0.92	0.93
2137	0	0	0	0	0	0.03	0.04	0.2	0.27	0.66	0.84	0.94	0.97	0.94	0.92	0.94
2138	0	0	0	0	0.01	0.02	0.06	0.18	0.28	0.67	0.84	0.94	0.95	0.92	0.95	0.95
2139	0	0	0	0.01	0	0.03	0.04	0.2	0.28	0.68	0.81	0.97	0.95	0.95	0.94	0.92
2140	0.01	0	0	0	0	0.03	0.06	0.15	0.31	0.68	0.85	0.93	0.98	0.95	0.9	0.95
2141	0	0	0	0	0.01	0.02	0.05	0.18	0.29	0.69	0.81	0.96	0.96	0.96	0.91	0.94
2142	0.02	0	0	0	0	0.02	0.06	0.18	0.27	0.67	0.87	0.94	0.97	0.93	0.92	0.95
2143	0	0.02	0	0	0.01	0.03	0.05	0.18	0.28	0.69	0.81	0.96	0.97	0.95	0.93	0.91
2144	0	0	0	0	0.01	0.02	0.06	0.17	0.28	0.71	0.84	0.94	0.97	0.96	0.92	0.93
2145	0	0	0	0	0.01	0.03	0.05	0.18	0.29	0.68	0.84	0.93	0.97	0.94	0.93	0.93
