Simulation	-100	-50	0	50	100	150	200	250	300	350	400	450	500	550	600	650
8400	0	0	0	0	0	0	0.03	0.12	0.17	0.62	0.77	0.97	0.94	0.85	0.95	1
8401	0	0	0	0	0.01	0	0.03	0.1	0.23	0.44	0.83	1	1	0.86	0.88	1
8402	0	0	0	0	0	0	0.02	0.1	0.21	0.53	0.82	1	1	0.83	0.9	1
8403	0	0	0	0	0.01	0	0.01	0.15	0.16	0.5	0.76	0.94	0.97	1	0.88	0.78
8404	0	0	0	0	0	0.01	0.02	0.12	0.22	0.39	0.87	0.97	0.93	0.96	0.92	0.92
8405	0	0	0	0	0.01	0.01	0.02	0.14	0.15	0.45	0.74	0.94	0.97	0.9	0.84	1
8406	0	0	0	0	0	0.01	0.03	0.11	0.21	0.55	0.66	1	0.94	0.95	0.83	1
8407	0	0	0	0	0	0	0.02	0.12	0.21	0.52	0.81	0.97	0.97	0.9	0.84	1
8408	0	0	0	0	0	0	0.01	0.17	0.17	0.43	0.85	0.92	0.97	0.89	0.89	1
8409	0	0	0	0	0	0.01	0.03	0.12	0.22	0.39	0.85	0.97	0.97	0.96	0.88	0.89
8410	0	0	0	0	0	0.02	0.03	0.11	0.17	0.48	0.71	1	1	0.88	0.85	1
8411	0	0	0	0	0.02	0.01	0.02	0.13	0.19	0.57	0.74	0.96	1	0.88	0.91	0.8
8412	0	0	0	0	0	0.01	0.02	0.12	0.21	0.5	0.8	1	0.93	0.93	0.93	0.83
8413	0	0	0	0	0.01	0	0.02	0.08	0.24	0.53	0.75	1	0.97	0.95	0.84	0.88
8414	0	0	0	0	0	0.01	0.02	0.12	0.24	0.38	0.8	0.97	0.97	0.91	0.91	1
8415	0	0	0	0	0	0	0.01	0.15	0.12	0.7	0.84	0.93	1	0.89	0.75	1
8416	0	0	0	0	0.01	0	0.02	0.08	0.28	0.57	0.63	0.97	0.97	0.85	0.95	1
8417	0	0	0	0	0	0	0.04	0.11	0.17	0.58	0.81	1	0.96	0.9	0.89	1
8418	0	0	0	0	0	0.01	0.02	0.12	0.21	0.48	0.78	0.93	1	1	0.86	0.88
8419	0	0	0	0	0	0.01	0.02	0.11	0.22	0.55	0.79	0.97	1	0.92	0.82	1
8420	0	0	0	0	0	0.01	0.02	0.09	0.24	0.54	0.8	1	0.96	0.92	0.81	1
8421	0	0	0	0	0.01	0	0.01	0.14	0.15	0.56	0.83	0.95	1	0.91	0.92	0.86
8422	0	0	0	0	0	0.01	0.02	0.13	0.2	0.63	0.81	1	1	0.8	0.93	0.9
8423	0	0	0	0	0	0.01	0.03	0.14	0.17	0.55	0.83	0.97	1	0.93	0.82	0.88
8424	0	0	0	0	0	0.02	0.02	0.1	0.2	0.64	0.74	0.93	1	0.95	0.88	0.8
8425	0	0	0	0	0	0.01	0.01	0.13	0.19	0.48	0.88	0.89	1	0.91	0.82	1
8426	0	0	0	0	0	0.02	0.02	0.11	0.23	0.61	0.58	0.97	0.93	0.95	0.88	1
8427	0	0	0	0	0.02	0.01	0.02	0.11	0.19	0.48	0.78	1	1	0.92	0.87	0.83
8428	0	0	0	0	0	0	0.02	0.12	0.18	0.56	0.81	0.98	0.96	0.86	1	0.89
8429	0	0	0	0	0	0	0.02	0.15	0.19	0.44	0.79	1	0.97	0.95	0.86	1
8430	0	0	0	0	0	0.01	0.02	0.11	0.22	0.52	0.76	0.85	1	0.84	0.95	1
8431	0	0	0	0	0	0.01	0.02	0.13	0.19	0.42	0.82	0.94	0.97	1	0.71	1
8432	0	0	0	0	0.01	0.01	0.02	0.11	0.2	0.41	0.91	0.94	0.96	0.88	1	0.88
8433	0	0	0	0	0	0	0.03	0.08	0.21	0.48	0.82	0.97	1	0.94	0.87	0.83
8434	0	0	0	0	0	0	0.02	0.14	0.16	0.67	0.76	0.97	1	0.86	0.9	1
8435	0	0	0	0	0	0	0.01	0.14	0.2	0.66	0.81	1	0.97	0.85	1	0.9
8436	0	0	0	0	0	0.02	0	0.15	0.2	0.48	0.78	0.97	0.97	0.91	0.95	0.86
8437	0	0	0	0	0	0	0.01	0.13	0.18	0.62	0.76	1	0.97	0.91	0.84	1
8438	0	0	0	0	0	0.01	0.01	0.14	0.17	0.59	0.77	1	0.94	0.95	0.88	0.91
8439	0	0	0	0	0.02	0	0.03	0.12	0.18	0.59	0.81	0.89	1	0.87	0.88	1
8440	0	0	0	0	0	0.02	0.02	0.12	0.15	0.58	0.83	0.97	1	0.87	0.95	0.86
8441	0	0	0	0	0	0	0.02	0.14	0.16	0.63	0.81	0.93	0.97	0.95	0.89	0.9
8442	0	0	0	0	0	0.01	0.02	0.11	0.21	0.55	0.75	0.97	1	0.94	0.82	1
8443	0	0	0	0	0	0.02	0.01	0.12	0.21	0.5	0.73	0.97	1	0.94	0.9	0.78
8444	0	0	0	0	0	0	0.02	0.15	0.18	0.61	0.69	0.98	1	0.88	0.92	0.9
8445	0	0	0	0	0	0.01	0.02	0.11	0.23	0.42	0.77	0.97	1	0.83	0.95	1
8446	0	0	0	0	0	0.01	0.02	0.1	0.21	0.53	0.79	1	0.97	0.89	0.87	1
8447	0	0	0	0	0.01	0	0.02	0.14	0.18	0.65	0.71	0.93	1	0.94	0.8	0.91
8448	0	0	0	0	0	0.01	0.01	0.13	0.2	0.44	0.83	0.96	1	0.82	1	0.89
8449	0	0	0	0	0	0.01	0.02	0.12	0.2	0.55	0.71	0.96	0.98	0.88	1	0.78
8450	0	0	0	0	0	0.02	0.02	0.12	0.15	0.63	0.85	0.97	1	0.81	0.95	0.88
8451	0	0	0	0	0	0.02	0.01	0.13	0.16	0.54	0.75	0.95	1	0.88	0.92	0.88
8452	0	0	0	0	0	0.01	0.01	0.14	0.19	0.75	0.73	0.97	0.96	0.96	0.83	0.93
8453	0	0	0	0	0	0	0.02	0.12	0.16	0.5	0.86	0.96	0.97	0.94	0.83	1
8454	0	0	0	0	0	0.02	0.01	0.12	0.22	0.4	0.89	0.94	1	0.87	1	0.89
8455	0	0	0	0	0	0.01	0.02	0.13	0.19	0.64	0.81	0.95	1	0.86	0.95	0.88
8456	0	0	0	0	0	0.01	0.03	0.1	0.2	0.56	0.71	1	0.97	1	0.82	1
8457	0	0	0	0	0	0.01	0.03	0.11	0.16	0.56	0.92	0.94	1	0.81	0.95	1
8458	0	0	0	0	0.01	0.01	0.03	0.1	0.2	0.47	0.76	0.97	0.97	1	0.81	1
8459	0	0	0	0	0	0.01	0.02	0.14	0.16	0.52	0.73	0.94	1	0.92	0.82	1
8460	0	0	0	0	0	0.01	0.03	0.14	0.1	0.53	0.76	0.97	0.97	0.88	0.94	0.91
8461	0	0	0	0	0.01	0	0.01	0.12	0.22	0.59	0.81	1	0.96	0.94	0.84	1
8462	0	0	0	0	0	0.01	0.02	0.11	0.15	0.55	0.78	1	1	0.84	0.86	1
8463	0	0	0	0	0.01	0	0.03	0.12	0.16	0.7	0.68	1	1	0.8	1	0.91
8464	0	0	0	0	0.02	0	0.02	0.08	0.25	0.58	0.72	0.97	0.97	1	0.8	1
8465	0	0	0	0	0	0.01	0.01	0.12	0.19	0.63	0.79	0.97	1	0.82	0.87	1
8466	0	0	0	0	0	0.01	0.04	0.1	0.19	0.62	0.65	0.98	0.97	0.86	1	0.86
8467	0	0	0	0	0	0	0.03	0.11	0.17	0.57	0.78	0.97	1	0.91	0.77	1
8468	0	0	0	0	0	0.01	0.02	0.13	0.22	0.54	0.75	1	1	0.86	0.87	1
8469	0	0	0	0	0	0.01	0.01	0.13	0.21	0.46	0.82	0.94	1	0.91	0.87	0.89
8470	0	0	0	0	0.01	0.01	0.02	0.09	0.26	0.65	0.75	0.9	1	1	0.75	1
8471	0	0	0	0	0	0	0	0.13	0.19	0.41	0.82	0.97	1	0.88	0.89	1
8472	0	0	0	0	0	0.01	0.02	0.12	0.25	0.43	0.81	0.97	1	0.81	0.9	1
8473	0	0	0	0	0	0.01	0.02	0.13	0.18	0.58	0.72	0.97	0.97	0.92	0.85	1
8474	0	0	0	0	0.01	0.01	0.03	0.09	0.23	0.48	0.83	0.97	0.97	0.92	0.92	0.88
8475	0	0	0	0	0	0	0.03	0.1	0.21	0.51	0.81	1	0.97	0.92	0.85	1
8476	0	0	0	0	0	0.02	0.02	0.13	0.18	0.6	0.63	1	1	0.79	0.95	1
8477	0	0	0	0	0.01	0.01	0.03	0.15	0.15	0.52	0.8	0.97	1	0.88	0.85	1
8478	0	0	0	0	0	0	0.02	0.13	0.18	0.5	0.82	0.96	0.93	0.88	1	0.86
8479	0	0	0	0	0	0	0.03	0.13	0.2	0.56	0.83	0.92	0.95	0.95	0.94	1
8480	0	0	0	0	0	0.01	0.03	0.1	0.23	0.53	0.81	0.97	1	0.85	1	0.92
8481	0	0	0	0	0.02	0.01	0.02	0.1	0.22	0.43	0.8	1	0.97	0.96	0.81	1
8482	0	0	0	0	0	0	0.04	0.09	0.23	0.47	0.69	1	0.97	1	0.86	0.88
8483	0	0	0	0	0.01	0	0.02	0.11	0.23	0.67	0.63	1	0.97	0.76	1	0.91
8484	0	0	0	0	0.01	0.01	0.01	0.14	0.2	0.43	0.76	0.94	1	0.9	0.96	0.86
8485	0	0	0	0	0	0.01	0.02	0.13	0.23	0.54	0.73	0.95	1	0.89	0.9	0.9
8486	0	0	0	0	0	0.01	0.01	0.15	0.17	0.52	0.84	1	1	0.85	0.88	1
8487	0	0	0	0	0	0.01	0.01	0.13	0.19	0.63	0.78	0.97	0.97	0.92	0.86	1
8488	0	0	0	0	0	0.01	0.03	0.09	0.2	0.54	0.76	0.97	1	0.79	0.94	0.92
8489	0	0	0	0	0	0	0.03	0.13	0.18	0.45	0.78	0.97	0.97	0.88	0.93	1
8490	0	0	0	0	0.01	0.01	0.04	0.09	0.2	0.57	0.79	1	0.97	0.9	0.94	0.86
8491	0	0	0	0	0	0	0.03	0.1	0.21	0.55	0.67	0.93	0.97	0.88	0.93	1
8492	0	0	0	0	0	0.01	0.02	0.1	0.27	0.55	0.73	0.96	1	0.94	0.91	0.88
8493	0	0	0	0	0	0.01	0.03	0.11	0.2	0.48	0.79	1	0.96	0.96	0.81	1
8494	0	0	0	0	0.01	0	0.02	0.13	0.19	0.52	0.79	0.96	0.97	0.9	0.94	0.83
8495	0	0	0	0	0.01	0	0.02	0.12	0.23	0.54	0.72	0.94	1	0.89	0.95	0.8
8496	0	0	0	0	0	0.01	0.01	0.12	0.22	0.57	0.7	1	1	0.86	0.94	0.86
8497	0	0	0	0	0	0.01	0.03	0.09	0.22	0.62	0.67	0.97	0.95	0.94	0.81	1
8498	0	0	0	0	0	0.01	0.01	0.16	0.18	0.47	0.79	0.94	1	0.86	0.93	1
8499	0	0	0	0	0	0.01	0.01	0.1	0.23	0.45	0.82	0.97	1	0.83	1	0.88
8500	0	0	0	0	0	0.01	0.02	0.13	0.14	0.65	0.79	0.9	1	0.91	0.84	1
8501	0	0	0	0	0	0.01	0.01	0.14	0.17	0.65	0.7	1	0.97	0.95	0.83	1
8502	0	0	0	0	0.01	0.01	0.01	0.14	0.16	0.56	0.76	0.97	0.98	0.95	0.8	0.88
8503	0	0	0	0	0	0.01	0.02	0.13	0.19	0.57	0.77	1	0.97	0.92	0.87	1
8504	0	0	0	0	0	0	0.01	0.14	0.2	0.53	0.76	0.97	1	0.87	0.75	1
8505	0	0	0	0	0.01	0	0.02	0.13	0.18	0.5	0.77	0.97	1	0.94	0.85	1
8506	0	0	0	0	0	0.02	0.01	0.1	0.24	0.55	0.86	0.97	0.93	0.95	1	1
8507	0	0	0	0	0	0	0.02	0.15	0.16	0.68	0.68	0.97	1	0.95	0.82	1
8508	0	0	0	0	0	0.01	0.02	0.11	0.23	0.52	0.86	0.94	0.97	0.85	1	0.83
8509	0	0	0	0	0	0.01	0.03	0.11	0.17	0.59	0.73	1	0.97	0.93	0.89	1
8510	0	0	0	0	0	0	0.03	0.14	0.18	0.43	0.78	1	1	0.85	0.9	1
8511	0	0	0	0	0	0	0.02	0.13	0.19	0.58	0.77	0.97	1	0.86	0.92	1
8512	0	0	0	0	0.01	0	0.03	0.09	0.19	0.57	0.81	0.91	1	0.86	0.95	0.83
8513	0	0	0	0	0	0.02	0.01	0.11	0.18	0.58	0.8	1	0.97	0.92	0.92	0.88
8514	0	0	0	0	0	0.01	0.02	0.11	0.22	0.46	0.83	1	0.95	0.88	1	0.88
8515	0	0	0	0	0.01	0.01	0.03	0.11	0.17	0.59	0.79	1	0.97	0.92	0.89	1
8516	0	0	0	0	0.01	0	0.03	0.14	0.11	0.48	0.83	0.97	1	0.95	0.79	1
8517	0	0	0	0	0	0	0.03	0.1	0.19	0.38	0.75	1	0.95	0.95	0.89	1
8518	0	0	0	0	0.01	0	0.02	0.12	0.17	0.56	0.78	1	1	0.9	0.8	0.92
8519	0	0	0	0	0	0.01	0.02	0.14	0.16	0.56	0.79	1	0.97	0.86	0.89	1
8520	0	0	0	0	0	0	0.04	0.14	0.19	0.54	0.77	0.97	1	1	0.71	1
8521	0	0	0	0	0	0	0.01	0.15	0.18	0.54	0.79	0.93	0.97	0.95	0.86	0.92
8522	0	0	0	0	0.01	0	0.01	0.13	0.21	0.49	0.81	1	0.94	1	0.9	0.75
8523	0	0	0	0	0.01	0.01	0.02	0.09	0.22	0.53	0.77	0.94	1	1	0.73	0.9
8524	0	0	0	0	0	0	0.02	0.13	0.21	0.48	0.66	1	1	0.9	0.82	1
8525	0	0	0	0	0	0.01	0.01	0.13	0.16	0.61	0.81	0.97	0.97	0.9	0.9	0.89
8526	0	0	0	0	0	0	0.03	0.11	0.19	0.53	0.73	1	1	0.89	0.93	1
8527	0	0	0	0	0	0.01	0.01	0.11	0.25	0.55	0.79	1	0.94	0.95	0.9	1
8528	0	0	0	0	0	0.01	0.01	0.11	0.22	0.59	0.78	0.93	1	0.89	0.91	1
8529	0	0	0	0	0	0	0.01	0.15	0.18	0.63	0.67	0.97	1	0.86	0.88	1
8530	0	0	0	0	0	0.01	0.02	0.14	0.17	0.63	0.69	1	1	0.94	0.86	0.83
8531	0	0	0	0	0.01	0.01	0.01	0.16	0.16	0.68	0.68	0.96	1	0.86	1	0.75
8532	0	0	0	0	0.01	0	0.02	0.1	0.22	0.56	0.79	0.94	1	0.89	0.88	0.88
8533	0	0	0	0	0	0	0.02	0.13	0.2	0.5	0.79	0.94	1	0.83	0.92	1
8534	0	0	0.04	0	0.01	0.01	0.02	0.12	0.19	0.64	0.79	0.97	1	0.86	0.89	0.92
8535	0	0	0	0.01	0.01	0.01	0.03	0.09	0.17	0.56	0.76	0.97	1	0.95	0.81	1
8536	0	0	0	0	0.01	0	0.03	0.12	0.15	0.51	0.85	0.97	1	0.88	0.88	1
8537	0	0	0	0	0	0.01	0.02	0.11	0.18	0.52	0.9	0.97	0.97	0.95	0.7	1
8538	0	0	0	0	0	0	0.03	0.14	0.18	0.52	0.81	1	1	0.85	0.9	1
8539	0	0	0	0	0	0.01	0.03	0.08	0.2	0.63	0.78	0.97	0.97	0.88	0.86	1
8540	0	0	0	0	0	0	0.02	0.12	0.16	0.65	0.68	1	1	0.88	0.89	0.86
8541	0	0	0	0	0	0.01	0.02	0.08	0.26	0.41	0.84	0.96	1	0.88	0.88	1
8542	0	0	0	0	0	0	0.02	0.14	0.2	0.5	0.82	0.92	0.97	1	0.83	1
8543	0	0	0	0	0	0.01	0.01	0.17	0.17	0.52	0.8	0.94	1	1	0.84	0.85
8544	0	0	0	0	0	0	0.03	0.14	0.16	0.54	0.81	0.96	1	0.86	1	0.88
8545	0	0	0	0	0	0.01	0.03	0.1	0.21	0.56	0.83	1	0.97	0.89	0.88	1
8546	0	0	0	0	0.01	0	0.02	0.1	0.28	0.41	0.83	0.93	1	0.9	0.94	0.9
8547	0	0	0	0	0.01	0	0.03	0.11	0.23	0.37	0.79	1	0.97	0.79	0.94	0.91
8548	0	0	0	0	0	0	0.04	0.11	0.16	0.59	0.77	0.92	0.97	1	0.84	1
8549	0	0	0	0	0	0.01	0.03	0.1	0.2	0.58	0.78	0.95	1	0.96	0.8	1
8550	0	0	0	0	0	0.01	0.02	0.16	0.1	0.57	0.79	1	0.96	0.92	0.88	1
8551	0	0	0	0	0	0.01	0.02	0.13	0.19	0.63	0.75	1	1	0.91	0.82	1
8552	0	0	0	0	0	0.01	0.02	0.14	0.19	0.47	0.81	0.97	0.97	0.9	0.88	0.9
8553	0	0	0	0	0.01	0.01	0.02	0.13	0.16	0.58	0.77	0.97	0.97	0.8	1	0.75
8554	0	0	0	0	0	0	0.02	0.16	0.15	0.53	0.86	0.96	0.97	0.85	0.9	1
8555	0	0	0	0	0.02	0.01	0.03	0.1	0.2	0.45	0.85	0.97	1	0.85	0.94	1
8556	0	0	0	0	0.01	0	0.01	0.13	0.21	0.34	0.83	1	1	0.89	0.84	1
8557	0	0	0	0	0.01	0.02	0.01	0.15	0.18	0.53	0.79	0.89	0.97	0.94	0.9	0.86
8558	0	0	0	0	0	0	0.01	0.14	0.22	0.45	0.82	1	1	0.77	1	1
8559	0	0	0	0	0	0	0.03	0.16	0.15	0.46	0.73	0.95	1	0.91	0.92	0.83
8560	0	0	0	0	0	0.01	0.03	0.08	0.22	0.53	0.84	1	0.98	0.8	0.95	1
8561	0	0	0	0	0	0.01	0.02	0.13	0.16	0.57	0.75	1	1	0.94	0.82	1
8562	0	0	0	0	0	0	0.03	0.12	0.16	0.63	0.7	0.94	1	0.91	0.89	0.89
8563	0	0	0	0	0	0.02	0.02	0.11	0.17	0.56	0.77	1	0.97	0.87	1	0.8
8564	0	0	0	0	0	0	0.02	0.19	0.11	0.63	0.87	1	0.97	0.89	0.95	0.86
8565	0	0	0	0	0.01	0.01	0.01	0.14	0.17	0.61	0.69	1	0.97	0.94	0.9	0.83
8566	0	0	0	0	0	0	0.03	0.14	0.17	0.44	0.76	0.97	0.97	0.92	0.88	1
8567	0	0	0	0	0	0	0.03	0.14	0.17	0.57	0.73	0.93	1	0.8	0.95	0.89
8568	0	0	0	0	0.01	0.01	0.03	0.13	0.14	0.54	0.75	1	0.94	0.89	0.94	0.86
8569	0	0	0	0	0	0.01	0.01	0.12	0.22	0.59	0.78	0.97	0.97	0.95	0.86	1
8570	0	0	0	0	0	0.01	0.02	0.13	0.17	0.45	0.76	0.97	0.98	0.89	0.86	1
8571	0	0	0	0	0.01	0.02	0.01	0.11	0.18	0.55	0.8	0.97	1	0.93	0.86	0.91
8572	0	0	0	0	0.01	0.01	0.02	0.11	0.25	0.52	0.71	1	0.98	0.92	0.89	0.89
8573	0	0	0	0	0	0.01	0.03	0.13	0.14	0.52	0.79	1	0.97	0.9	0.81	1
8574	0	0	0	0	0	0.02	0.02	0.13	0.16	0.48	0.78	0.96	0.97	0.92	0.86	1
8575	0	0	0	0	0	0	0.02	0.13	0.17	0.61	0.85	0.97	0.96	0.93	0.87	1
8576	0	0	0	0	0	0	0.02	0.15	0.12	0.64	0.82	0.94	0.97	1	0.88	0.9
8577	0	0	0	0	0	0	0.04	0.11	0.19	0.58	0.8	1	0.96	0.95	0.82	0.89
8578	0	0	0	0	0.01	0.01	0.02	0.09	0.23	0.54	0.72	0.97	0.98	0.86	1	0.91
8579	0	0	0	0	0	0.01	0.02	0.12	0.23	0.55	0.79	1	1	0.82	0.92	0.86
8580	0	0	0	0	0	0	0.02	0.15	0.21	0.36	0.85	1	1	0.95	0.75	1
8581	0	0	0	0	0	0	0.02	0.16	0.12	0.48	0.86	0.95	0.96	0.95	0.84	1
8582	0	0	0	0	0	0.01	0.02	0.1	0.2	0.55	0.72	1	1	0.91	0.89	0.86
8583	0	0	0	0	0	0	0.02	0.11	0.24	0.52	0.79	0.96	1	0.83	0.96	0.86
8584	0	0	0	0.01	0.02	0	0.02	0.08	0.25	0.58	0.74	0.97	1	0.9	0.93	0.9
8585	0	0	0	0	0	0.01	0.02	0.14	0.18	0.5	0.85	1	0.97	0.89	0.88	1
8586	0	0	0	0	0	0	0.02	0.13	0.19	0.48	0.68	1	0.97	0.83	0.95	0.89
8587	0	0	0	0	0	0	0.02	0.14	0.15	0.64	0.69	0.97	1	0.85	1	0.89
8588	0	0	0	0	0	0	0.02	0.1	0.26	0.56	0.8	0.97	0.97	0.88	0.95	0.9
8589	0	0	0	0	0	0.01	0.02	0.14	0.16	0.54	0.73	0.96	1	0.92	0.79	1
8590	0	0	0	0	0	0.01	0.02	0.13	0.17	0.54	0.79	0.91	1	0.87	0.87	0.9
8591	0	0	0	0	0	0.01	0.03	0.13	0.18	0.37	0.73	1	1	0.96	0.8	0.88
8592	0	0	0	0	0	0	0.01	0.1	0.25	0.51	0.75	1	0.97	0.96	0.8	1
8593	0	0	0	0	0	0	0.02	0.1	0.25	0.64	0.75	0.97	0.92	0.85	1	0.83
8594	0	0	0	0	0	0.01	0.03	0.1	0.2	0.5	0.84	1	1	0.81	0.95	0.91
8595	0	0	0	0	0.01	0.01	0.02	0.11	0.17	0.55	0.72	1	0.97	0.91	0.94	0.75
8596	0	0	0	0	0	0.01	0.02	0.15	0.16	0.45	0.8	1	0.97	0.91	0.82	1
8597	0	0	0	0	0.01	0.01	0.01	0.13	0.16	0.48	0.8	0.94	0.98	0.88	0.96	0.88
8598	0	0	0	0	0.01	0.01	0.02	0.13	0.2	0.46	0.78	0.97	1	0.9	0.89	0.86
8599	0	0	0	0	0.01	0	0.01	0.13	0.2	0.58	0.74	1	0.97	0.94	0.86	0.88
8600	0	0	0	0	0	0	0.02	0.1	0.27	0.46	0.71	1	1	0.88	0.91	0.88
8601	0	0	0	0	0	0	0.02	0.13	0.18	0.68	0.76	0.95	0.96	0.86	0.91	1
8602	0	0	0	0	0	0.01	0.01	0.14	0.18	0.54	0.88	0.97	1	0.94	0.81	0.9
8603	0	0	0	0	0	0.01	0.02	0.08	0.21	0.53	0.81	0.97	1	0.95	0.88	0.89
8604	0	0	0	0	0	0.02	0.01	0.11	0.23	0.58	0.83	1	1	0.91	0.82	1
8605	0	0	0	0	0	0	0.03	0.14	0.15	0.45	0.89	0.94	1	0.9	0.85	1
8606	0	0	0	0	0	0	0.03	0.1	0.18	0.48	0.83	0.96	0.97	0.83	0.93	1
8607	0	0	0	0	0.01	0	0.02	0.11	0.28	0.53	0.7	0.97	0.95	0.88	1	0.89
8608	0	0	0	0	0	0.02	0.02	0.15	0.2	0.42	0.79	1	1	0.82	0.9	1
8609	0	0	0	0	0.02	0	0.02	0.13	0.19	0.58	0.72	1	1	0.9	0.9	0.89
8610	0	0	0	0	0	0.01	0.03	0.12	0.16	0.51	0.84	1	1	0.8	0.95	1
8611	0	0	0	0	0.01	0.01	0.02	0.12	0.17	0.55	0.8	0.93	0.97	0.95	0.86	1
8612	0	0	0	0	0	0.01	0.02	0.12	0.19	0.32	0.87	1	0.97	0.94	0.89	1
8613	0	0	0	0	0	0.01	0.02	0.13	0.22	0.38	0.84	0.96	1	0.91	0.89	1
8614	0	0	0	0	0	0.01	0.03	0.1	0.22	0.57	0.77	0.97	1	0.93	0.79	1
8615	0	0	0	0	0	0.01	0.01	0.11	0.26	0.52	0.8	1	0.97	0.85	0.94	1
8616	0	0	0	0	0	0.01	0.02	0.12	0.23	0.57	0.75	0.96	0.97	1	0.71	1
8617	0	0	0	0	0	0.01	0.01	0.14	0.2	0.38	0.8	0.92	1	0.92	0.92	0.83
8618	0	0	0	0	0	0	0.01	0.16	0.12	0.59	0.78	0.97	1	0.88	0.91	1
8619	0	0	0	0	0	0.01	0.03	0.09	0.23	0.5	0.79	1	1	0.88	0.92	0.88
8620	0	0	0	0	0	0.01	0.02	0.14	0.13	0.71	0.71	0.95	1	0.94	0.89	0.8
8621	0	0	0	0	0.01	0	0.01	0.16	0.17	0.69	0.69	1	0.97	0.9	0.87	0.9
8622	0	0	0	0	0	0	0.02	0.12	0.18	0.61	0.74	0.97	1	0.94	0.89	0.9
8623	0	0	0	0	0	0.01	0.01	0.1	0.28	0.46	0.75	1	1	0.92	0.84	1
8624	0	0	0	0	0	0.01	0.01	0.14	0.17	0.54	0.8	0.97	1	0.73	1	0.89
8625	0	0	0	0	0	0.01	0.02	0.14	0.2	0.57	0.59	1	1	0.86	0.85	1
8626	0	0	0	0	0	0	0.02	0.13	0.17	0.53	0.76	0.97	1	0.92	0.8	1
8627	0	0	0	0	0	0.01	0.02	0.1	0.24	0.53	0.82	0.94	0.97	0.95	0.89	0.9
8628	0	0	0	0	0	0.01	0.01	0.15	0.2	0.58	0.77	1	0.97	0.84	0.95	1
8629	0	0	0	0.01	0	0	0.02	0.11	0.21	0.67	0.78	0.94	0.96	0.86	1	1
8630	0	0	0	0	0	0.01	0.02	0.14	0.23	0.52	0.71	0.96	0.97	0.88	0.94	0.9
8631	0	0	0	0	0	0.01	0.01	0.13	0.21	0.6	0.74	0.94	1	0.9	0.93	0.9
8632	0	0	0	0	0.01	0.01	0.02	0.11	0.22	0.4	0.8	1	1	0.9	0.88	0.86
8633	0	0	0	0	0	0	0.03	0.09	0.23	0.36	0.85	0.97	0.97	1	0.88	0.78
8634	0	0	0	0	0	0	0.04	0.08	0.22	0.43	0.89	0.96	1	0.84	0.89	1
8635	0	0	0	0	0	0.02	0.01	0.13	0.19	0.44	0.86	0.9	1	0.95	0.84	1
8636	0	0	0	0	0	0	0.04	0.14	0.16	0.42	0.74	1	0.97	0.94	0.84	1
8637	0	0	0	0	0	0.01	0.01	0.13	0.2	0.38	0.9	0.94	1	0.87	0.91	1
8638	0	0	0	0	0.01	0.01	0.01	0.13	0.11	0.67	0.78	0.93	1	0.91	0.88	1
8639	0	0	0	0	0	0	0.01	0.16	0.16	0.48	0.88	0.96	0.97	0.94	0.9	0.88
8640	0	0	0	0	0	0.01	0.03	0.15	0.14	0.53	0.76	0.94	1	0.85	0.94	0.88
8641	0	0	0	0	0	0.01	0.02	0.13	0.2	0.51	0.79	1	1	0.91	0.88	0.83
8642	0	0	0	0	0	0.01	0.02	0.11	0.2	0.63	0.78	0.96	0.97	1	0.88	0.78
8643	0	0	0	0	0	0.01	0.03	0.11	0.16	0.57	0.74	0.9	1	1	0.89	0.75
8644	0	0	0	0	0.01	0	0.03	0.11	0.23	0.48	0.72	1	1	0.89	0.84	1
8645	0	0	0	0	0	0.01	0.01	0.15	0.19	0.6	0.75	1	0.97	0.92	0.89	0.88
8646	0	0	0	0	0.01	0	0.01	0.12	0.2	0.57	0.81	0.94	1	0.88	0.9	0.9
8647	0	0	0	0	0	0.01	0.02	0.11	0.22	0.61	0.81	0.94	0.97	0.93	0.88	0.86
8648	0	0	0	0	0	0	0.04	0.11	0.17	0.48	0.83	1	0.97	0.9	0.84	1
8649	0	0	0	0	0	0.01	0.02	0.15	0.18	0.33	0.87	1	0.97	0.95	0.8	1
8650	0	0	0	0	0	0.01	0.02	0.14	0.18	0.57	0.75	1	0.97	0.96	0.82	1
8651	0	0	0	0	0	0.01	0.01	0.13	0.19	0.58	0.81	0.94	0.96	0.92	0.85	1
8652	0	0	0	0	0.01	0	0.01	0.12	0.2	0.4	0.85	0.97	1	0.94	0.86	0.9
8653	0	0	0	0	0	0.01	0.02	0.11	0.22	0.53	0.74	1	0.97	0.88	0.9	1
8654	0	0	0	0	0	0.01	0.02	0.1	0.21	0.62	0.81	0.97	0.97	0.85	0.94	0.8
8655	0	0	0	0	0	0	0.02	0.1	0.21	0.52	0.84	1	0.97	0.92	0.94	0.86
8656	0	0	0	0	0	0.01	0.03	0.17	0.13	0.54	0.7	1	0.91	1	0.88	0.78
8657	0	0	0	0	0	0.02	0.01	0.14	0.15	0.48	0.81	0.95	0.97	0.96	0.86	0.86
8658	0	0	0	0	0	0	0.02	0.13	0.19	0.67	0.72	0.96	0.97	0.9	0.94	0.9
8659	0	0	0	0	0	0.01	0.03	0.09	0.26	0.48	0.81	0.97	0.96	0.95	0.87	1
