Simulation	-100	-50	0	50	100	150	200	250	300	350	400	450	500	550	600	650
1097	0	0	0	0	0	0	0.02	0.13	0.19	0.5	0.81	0.96	0.97	0.95	0.89	0.89
1098	0	0	0	0	0	0.01	0.01	0.12	0.26	0.42	0.88	0.97	1	0.88	0.86	1
1099	0	0	0	0	0	0	0.03	0.12	0.22	0.52	0.77	0.97	0.97	0.94	0.79	1
1100	0	0	0	0	0	0	0.02	0.15	0.16	0.54	0.74	0.94	0.95	1	0.89	0.88
1101	0	0	0	0	0	0.01	0.02	0.09	0.23	0.54	0.84	1	1	0.83	0.9	1
1102	0	0	0	0	0.01	0.01	0.02	0.09	0.2	0.52	0.85	0.94	0.93	0.88	0.88	1
1103	0	0	0	0	0	0.01	0.04	0.06	0.19	0.55	0.7	1	1	0.96	0.87	0.86
1104	0	0	0	0	0	0.01	0.02	0.12	0.19	0.41	0.79	0.97	0.97	0.91	0.94	0.89
1105	0	0	0	0	0	0	0.02	0.09	0.25	0.45	0.92	1	0.92	0.95	0.88	0.91
1106	0	0	0	0	0.01	0	0.03	0.12	0.2	0.5	0.79	1	1	0.84	0.88	0.91
1107	0	0	0	0	0	0	0.02	0.13	0.19	0.58	0.8	0.97	1	0.86	1	0.71
1108	0	0	0	0	0	0.02	0.01	0.11	0.21	0.52	0.83	1	0.97	0.88	0.91	1
1109	0	0	0	0	0	0	0.02	0.13	0.18	0.54	0.76	0.98	0.97	0.95	0.89	0.88
1110	0	0	0	0	0	0	0.02	0.14	0.22	0.61	0.78	0.91	1	0.95	0.8	1
1111	0	0	0	0	0	0.01	0.02	0.1	0.21	0.58	0.71	0.96	1	0.92	0.85	1
1112	0	0	0	0	0	0.01	0.02	0.12	0.17	0.54	0.78	0.95	0.97	0.9	0.94	0.86
1113	0	0	0	0	0	0.01	0.02	0.09	0.24	0.63	0.77	1	1	0.89	0.87	0.88
1114	0	0	0	0	0	0.02	0.02	0.11	0.22	0.46	0.89	0.97	0.96	0.95	0.92	0.82
1115	0	0	0	0	0	0	0.02	0.19	0.15	0.5	0.77	0.9	1	0.9	0.88	1
1116	0	0	0	0	0.01	0	0.03	0.11	0.24	0.52	0.7	0.94	1	0.91	0.88	0.9
1117	0	0	0	0	0	0	0.02	0.12	0.23	0.67	0.77	0.97	1	0.88	0.9	0.83
1118	0	0	0	0	0	0.01	0.02	0.15	0.13	0.6	0.85	0.97	1	0.9	0.88	1
1119	0	0	0	0	0	0	0.02	0.14	0.22	0.55	0.75	0.97	1	0.85	0.87	1
1120	0	0	0	0	0	0	0.01	0.13	0.21	0.44	0.83	0.97	1	0.95	0.94	0.83
1121	0	0	0	0	0	0.01	0.01	0.11	0.25	0.39	0.81	1	1	0.86	0.92	0.88
1122	0	0	0	0	0	0.01	0.02	0.09	0.21	0.58	0.68	1	0.97	0.91	0.91	1
1123	0	0	0	0	0	0	0.02	0.13	0.21	0.5	0.69	1	1	0.91	0.89	0.86
1124	0	0	0	0	0	0.01	0.03	0.12	0.16	0.52	0.8	0.94	0.97	0.94	0.9	0.89
1125	0	0	0	0	0	0.01	0.01	0.13	0.19	0.47	0.88	0.93	1	0.88	0.86	1
1126	0	0	0	0	0	0.01	0.02	0.11	0.18	0.52	0.84	0.96	0.97	1	0.79	1
1127	0	0	0	0	0	0.01	0.03	0.11	0.18	0.52	0.71	0.97	1	0.93	0.85	1
1128	0	0	0	0	0	0.01	0.03	0.07	0.22	0.54	0.78	1	1	0.84	0.93	0.88
1129	0	0	0	0	0	0.01	0.02	0.14	0.17	0.67	0.74	0.94	0.98	0.91	0.94	0.88
1130	0	0	0	0	0	0	0.02	0.16	0.17	0.48	0.72	0.91	1	0.94	0.87	1
1131	0	0	0	0	0	0.01	0.01	0.12	0.26	0.62	0.72	0.87	0.97	0.86	0.88	1
1132	0	0	0	0	0	0.02	0.02	0.09	0.21	0.48	0.82	1	0.95	0.91	0.93	0.86
1133	0	0	0	0	0	0	0.02	0.09	0.26	0.63	0.77	0.92	1	0.93	0.89	0.89
1134	0	0	0	0	0	0.01	0.02	0.13	0.15	0.62	0.79	0.97	1	0.95	0.89	0.88
1135	0	0	0	0	0	0.01	0.03	0.16	0.09	0.48	0.78	0.97	0.97	0.95	0.89	0.9
1136	0	0	0	0	0	0.01	0.01	0.15	0.17	0.56	0.72	0.97	0.97	0.9	0.88	1
1137	0	0	0	0	0.01	0.01	0.02	0.13	0.17	0.48	0.82	1	0.97	0.86	1	0.88
1138	0	0	0	0	0.01	0.01	0.01	0.13	0.18	0.63	0.77	0.98	1	0.86	0.96	0.8
1139	0	0	0	0	0	0.01	0.02	0.1	0.21	0.37	0.83	0.96	0.97	0.89	0.91	1
1140	0	0	0	0	0	0	0.03	0.08	0.24	0.47	0.8	0.96	1	0.86	0.87	1
1141	0	0	0	0	0.01	0.01	0.02	0.13	0.17	0.54	0.89	0.92	1	0.94	0.86	1
1142	0	0	0	0	0.01	0.01	0.03	0.11	0.19	0.58	0.84	1	1	1	0.84	0.82
1143	0	0	0	0	0	0	0.02	0.12	0.25	0.48	0.79	1	0.97	0.88	1	0.83
1144	0	0	0	0	0	0.01	0.03	0.12	0.16	0.56	0.81	1	1	0.85	0.94	1
1145	0	0	0	0	0	0	0.01	0.16	0.19	0.47	0.83	0.97	1	1	0.69	1
1146	0	0	0	0	0.01	0	0.02	0.13	0.15	0.48	0.9	0.97	0.96	0.95	0.85	1
1147	0	0	0	0	0	0	0.02	0.13	0.18	0.52	0.77	1	1	0.92	0.85	1
1148	0	0	0	0	0	0.01	0.01	0.09	0.22	0.54	0.87	0.97	0.97	0.96	0.82	0.83
1149	0	0	0	0	0	0	0.02	0.1	0.24	0.48	0.84	0.96	0.97	0.88	0.9	1
1150	0	0	0	0	0	0	0.02	0.15	0.15	0.47	0.81	1	1	0.95	0.84	0.9
1151	0	0	0	0	0	0.01	0.02	0.13	0.16	0.57	0.78	0.91	1	0.88	0.95	0.89
1152	0	0	0	0	0.01	0.01	0.03	0.11	0.19	0.61	0.77	1	0.95	0.9	0.89	1
1153	0	0	0	0	0	0.01	0.02	0.12	0.19	0.48	0.85	0.96	1	1	0.81	0.89
1154	0	0	0	0	0.01	0	0.04	0.09	0.23	0.53	0.92	0.96	0.94	1	0.81	1
1155	0	0	0	0	0	0.01	0.02	0.13	0.17	0.54	0.75	0.94	1	0.95	0.86	0.88
1156	0	0	0	0	0	0	0.03	0.12	0.2	0.58	0.71	0.94	1	0.94	0.89	0.82
1157	0	0	0	0	0	0	0.02	0.16	0.15	0.56	0.65	0.97	1	0.94	0.86	1
1158	0	0	0	0	0.01	0	0.03	0.13	0.2	0.63	0.69	0.98	0.96	0.94	0.88	1
1159	0	0	0	0	0	0	0.03	0.1	0.24	0.5	0.85	0.93	1	0.94	0.88	1
1160	0	0	0	0.01	0.01	0.01	0.02	0.1	0.26	0.43	0.69	0.93	1	0.9	1	0.67
1161	0	0	0	0	0.01	0	0.03	0.13	0.16	0.3	0.85	0.93	0.95	1	0.8	1
1162	0	0	0	0	0	0.01	0.02	0.12	0.24	0.52	0.76	1	1	0.88	0.91	0.92
1163	0	0	0	0	0.01	0.02	0.01	0.12	0.23	0.42	0.8	1	0.97	0.95	0.87	1
1164	0	0	0	0	0	0.01	0.02	0.13	0.15	0.56	0.8	0.96	1	0.91	0.85	1
1165	0	0	0	0	0	0.01	0.01	0.14	0.19	0.57	0.77	0.96	1	0.91	0.96	0.75
1166	0	0	0	0	0	0	0.03	0.1	0.2	0.74	0.66	1	0.97	0.89	0.91	1
1167	0	0	0	0	0.01	0.01	0.02	0.1	0.21	0.63	0.64	0.97	0.97	0.88	0.9	1
1168	0	0	0	0	0	0.01	0.01	0.13	0.16	0.57	0.74	0.96	0.97	0.92	0.9	1
1169	0	0	0	0	0	0	0.02	0.14	0.15	0.63	0.77	1	0.97	0.88	0.93	0.75
1170	0	0	0	0	0	0	0.03	0.11	0.18	0.63	0.76	0.97	1	0.88	0.89	1
1171	0	0	0	0	0	0.01	0.02	0.12	0.21	0.44	0.79	1	1	0.88	0.8	1
1172	0	0	0	0	0	0	0.02	0.11	0.23	0.39	0.83	0.97	1	0.91	0.89	1
1173	0	0	0	0	0.01	0.01	0.03	0.09	0.23	0.56	0.84	1	0.97	0.96	0.83	1
1174	0	0	0	0	0.01	0.01	0.02	0.12	0.22	0.69	0.74	0.92	0.97	0.93	0.9	0.83
1175	0	0	0	0	0	0	0.03	0.13	0.17	0.38	0.85	0.97	1	0.89	0.89	1
1176	0	0	0	0	0	0.01	0.01	0.12	0.27	0.53	0.78	0.91	1	0.86	0.95	0.8
1177	0	0	0	0	0	0.01	0.02	0.13	0.2	0.54	0.79	0.97	0.97	0.88	0.9	1
1178	0	0	0	0	0	0.02	0	0.11	0.24	0.45	0.78	0.95	1	0.83	1	0.88
1179	0	0	0	0	0	0.01	0.02	0.11	0.18	0.64	0.75	0.97	0.94	0.89	0.89	1
1180	0	0	0	0	0	0	0.03	0.1	0.23	0.5	0.82	1	0.94	0.79	0.95	1
1181	0	0	0	0	0	0.01	0.01	0.12	0.22	0.54	0.71	1	0.97	0.91	0.85	1
1182	0	0	0	0	0	0.01	0.01	0.14	0.22	0.5	0.81	0.94	1	0.86	0.89	1
1183	0	0	0	0	0	0	0.01	0.14	0.15	0.55	0.76	0.94	1	0.94	0.9	0.86
1184	0	0	0	0	0	0	0.04	0.15	0.13	0.52	0.77	0.97	0.97	0.89	0.94	1
1185	0	0	0	0	0	0.01	0.01	0.13	0.21	0.47	0.79	0.97	0.98	0.95	0.76	0.83
1186	0	0	0	0	0	0.01	0.02	0.13	0.14	0.61	0.79	1	1	0.93	0.87	1
1187	0	0	0	0	0	0.01	0.01	0.1	0.28	0.47	0.81	0.96	0.97	0.9	0.94	0.89
1188	0	0	0	0	0	0.01	0.02	0.17	0.11	0.55	0.75	0.97	1	0.94	0.83	1
1189	0	0	0	0	0	0.01	0.02	0.11	0.24	0.67	0.64	1	0.96	0.8	0.95	1
1190	0	0	0	0	0	0.01	0.02	0.12	0.2	0.54	0.79	0.97	0.97	0.95	0.83	1
1191	0	0	0	0	0	0.01	0.02	0.15	0.16	0.54	0.85	0.88	1	0.79	1	0.8
1192	0	0	0	0	0	0.02	0.02	0.12	0.18	0.57	0.65	0.97	1	0.89	0.86	1
1193	0	0	0	0	0	0	0.02	0.08	0.24	0.57	0.83	0.97	1	1	0.72	1
1194	0	0	0	0	0	0.01	0.03	0.1	0.21	0.64	0.64	0.9	1	0.92	0.88	1
1195	0	0	0	0	0	0.02	0.01	0.1	0.23	0.52	0.82	0.97	1	0.91	0.91	0.88
1196	0	0	0	0	0	0.01	0.04	0.08	0.14	0.45	0.86	1	0.97	0.96	0.86	0.89
1197	0	0	0	0	0.01	0	0.02	0.1	0.24	0.54	0.79	1	1	0.84	1	0.83
1198	0	0	0	0	0	0.01	0.01	0.11	0.21	0.48	0.77	0.95	1	0.93	0.8	1
1199	0	0	0	0	0	0.01	0.02	0.11	0.18	0.5	0.74	0.97	0.96	1	0.85	0.88
1200	0	0	0	0	0	0.01	0.02	0.13	0.18	0.59	0.73	1	1	0.92	0.77	1
1201	0	0	0	0	0	0	0.04	0.08	0.23	0.5	0.81	0.96	0.97	0.95	0.86	1
1202	0	0	0	0	0	0.01	0.02	0.11	0.2	0.53	0.8	0.95	0.97	0.94	0.89	0.89
1203	0	0	0	0	0	0.01	0.03	0.08	0.22	0.5	0.89	0.93	1	0.95	0.86	0.86
1204	0	0	0	0	0	0.01	0.02	0.13	0.16	0.64	0.73	0.97	1	0.89	0.86	1
1205	0	0	0	0	0.01	0	0.03	0.09	0.2	0.59	0.82	0.9	0.97	0.9	0.91	0.89
1206	0	0	0	0	0	0	0.02	0.09	0.24	0.5	0.86	0.97	1	0.86	0.93	1
1207	0	0	0	0	0	0.02	0.02	0.1	0.21	0.59	0.79	0.95	1	0.9	0.91	1
1208	0	0	0	0	0	0.01	0.01	0.12	0.2	0.72	0.77	1	0.97	0.96	0.73	1
1209	0	0	0	0	0	0	0.02	0.15	0.17	0.45	0.85	0.96	1	0.91	0.9	0.86
1210	0	0	0	0	0.01	0	0.02	0.12	0.2	0.5	0.77	0.97	0.97	0.88	0.94	0.88
1211	0	0	0	0	0	0.01	0.02	0.11	0.18	0.59	0.67	0.97	0.97	0.93	0.95	0.89
1212	0	0	0	0	0	0	0.02	0.12	0.23	0.54	0.7	0.94	0.97	0.95	0.87	0.9
1213	0	0	0	0	0	0.01	0.01	0.14	0.21	0.54	0.83	0.97	1	0.91	0.82	1
1214	0	0	0	0	0.01	0.01	0.03	0.13	0.14	0.57	0.7	0.95	1	0.89	0.9	1
1215	0	0	0	0	0	0	0.02	0.13	0.23	0.38	0.8	1	1	0.87	0.86	1
1216	0	0	0	0	0	0	0.01	0.14	0.19	0.59	0.85	0.93	1	0.9	0.88	1
1217	0	0	0	0	0	0	0.04	0.12	0.14	0.53	0.93	0.96	0.97	0.89	0.95	0.88
1218	0	0	0	0	0	0	0.03	0.12	0.23	0.57	0.87	0.97	1	0.95	0.83	0.9
1219	0	0	0	0	0.01	0.01	0.02	0.1	0.17	0.54	0.81	0.97	1	0.96	0.86	1
1220	0	0	0	0	0	0.02	0.01	0.14	0.22	0.5	0.71	0.97	0.95	0.95	0.83	1
1221	0	0	0	0	0	0.01	0.01	0.15	0.16	0.59	0.76	1	1	0.91	0.94	0.8
1222	0	0	0	0	0	0.02	0.02	0.14	0.14	0.48	0.85	0.89	1	0.96	0.75	1
1223	0	0	0	0	0	0.01	0.01	0.14	0.2	0.52	0.85	0.92	1	0.95	0.81	1
1224	0	0	0	0	0	0	0.03	0.11	0.22	0.54	0.78	1	1	0.94	0.8	1
1225	0	0	0	0	0.01	0	0.03	0.12	0.19	0.58	0.83	1	1	0.95	0.76	0.91
1226	0	0	0	0	0	0.01	0.04	0.11	0.15	0.53	0.83	1	0.94	1	0.88	1
1227	0	0	0	0	0	0	0.01	0.14	0.22	0.48	0.77	0.94	1	0.93	0.87	1
1228	0	0	0	0	0	0	0.02	0.14	0.18	0.57	0.67	1	0.96	0.96	0.86	1
1229	0	0	0	0	0	0	0.02	0.14	0.21	0.56	0.86	0.97	1	0.9	0.86	1
1230	0	0	0	0	0	0	0.02	0.14	0.17	0.53	0.76	1	1	0.92	0.85	1
1231	0	0	0	0	0	0.02	0.01	0.11	0.22	0.64	0.71	1	1	0.89	0.92	0.83
1232	0	0	0	0	0	0.01	0.01	0.1	0.25	0.56	0.74	1	1	0.88	0.91	0.88
1233	0	0	0	0	0	0	0.02	0.13	0.18	0.42	0.81	1	0.97	1	0.86	0.86
1234	0	0	0	0	0	0	0.02	0.15	0.21	0.5	0.79	1	0.95	0.9	0.9	1
1235	0	0	0	0	0.02	0	0.01	0.13	0.16	0.46	0.79	0.97	1	0.83	0.94	0.91
1236	0	0	0	0	0.01	0.01	0.01	0.12	0.19	0.64	0.73	1	0.95	0.9	0.88	1
1237	0	0	0	0	0	0	0.02	0.13	0.19	0.42	0.85	0.96	0.97	0.89	0.95	1
1238	0	0	0	0	0	0	0.03	0.1	0.17	0.43	0.82	0.94	1	0.83	1	1
1239	0	0	0	0	0	0.01	0.01	0.12	0.22	0.54	0.76	0.93	1	0.92	0.89	1
1240	0	0	0	0	0	0.01	0.03	0.1	0.19	0.63	0.82	0.97	0.97	0.85	1	0.83
1241	0	0	0	0	0	0.01	0.02	0.12	0.2	0.57	0.68	0.98	0.97	0.8	1	0.92
1242	0	0	0	0	0	0	0.03	0.12	0.16	0.47	0.74	1	0.97	0.94	0.88	1
1243	0	0	0	0	0	0	0.02	0.13	0.18	0.58	0.81	1	0.94	0.86	0.95	1
1244	0	0	0	0	0	0.01	0.02	0.12	0.19	0.41	0.91	0.95	1	0.88	0.94	0.89
1245	0	0	0	0	0.01	0	0.02	0.12	0.21	0.65	0.74	0.93	1	0.96	0.84	1
1246	0	0	0	0	0	0.01	0.03	0.12	0.2	0.55	0.79	1	0.97	0.86	0.94	0.86
1247	0	0	0	0	0.01	0.01	0.02	0.14	0.1	0.55	0.85	0.97	1	0.87	1	0.82
1248	0	0	0	0	0	0.01	0.02	0.11	0.15	0.58	0.79	1	0.94	0.88	0.95	1
1249	0	0	0	0	0	0	0.02	0.12	0.2	0.5	0.86	1	1	0.95	0.86	0.83
1250	0	0	0	0	0	0.02	0.02	0.12	0.18	0.43	0.74	1	0.97	0.9	0.95	0.86
1251	0	0	0	0	0	0	0.02	0.14	0.19	0.58	0.82	0.97	1	0.92	0.83	1
1252	0	0	0	0	0.01	0.01	0.02	0.11	0.22	0.5	0.72	0.97	1	0.82	1	0.83
1253	0	0	0	0	0	0.01	0.03	0.11	0.19	0.38	0.77	0.97	0.97	0.95	0.89	0.9
1254	0	0	0	0	0	0.02	0.01	0.1	0.23	0.55	0.76	0.97	1	0.9	0.86	1
1255	0	0	0	0	0.01	0.01	0.03	0.07	0.25	0.49	0.78	0.94	1	0.9	0.95	0.83
1256	0	0	0	0	0	0	0.03	0.13	0.14	0.68	0.79	0.97	1	0.95	0.82	1
1257	0	0	0	0	0	0.01	0.03	0.1	0.21	0.44	0.77	1	1	0.9	0.89	0.88
1258	0	0	0	0	0	0.01	0.01	0.13	0.17	0.68	0.7	1	0.97	0.91	0.89	0.8
1259	0	0	0	0	0	0.02	0.01	0.13	0.19	0.56	0.73	1	0.95	0.87	1	0.89
1260	0	0	0	0	0	0.01	0.03	0.12	0.21	0.46	0.77	0.95	1	0.89	0.89	1
1261	0	0	0	0	0	0	0.03	0.12	0.24	0.5	0.81	1	0.94	0.9	0.94	0.86
1262	0	0	0	0	0.02	0	0.01	0.14	0.18	0.46	0.8	0.97	0.97	0.96	0.88	0.89
1263	0	0	0	0	0	0.02	0.01	0.15	0.16	0.61	0.7	1	0.97	0.95	0.86	1
1264	0	0	0	0	0	0.01	0.02	0.16	0.13	0.71	0.73	1	0.97	0.9	0.89	1
1265	0	0	0	0	0.01	0.01	0.01	0.13	0.21	0.43	0.86	1	0.97	0.9	0.93	0.86
1266	0	0	0	0	0	0.01	0.02	0.12	0.2	0.56	0.85	0.97	0.97	0.92	0.92	0.92
1267	0	0	0	0	0.01	0	0.02	0.09	0.23	0.44	0.77	0.92	0.97	0.96	0.82	1
1268	0	0	0	0	0	0	0.02	0.13	0.19	0.57	0.78	0.97	1	0.96	0.82	1
1269	0	0	0	0	0	0	0.02	0.13	0.2	0.53	0.81	0.97	1	0.84	0.91	1
1270	0	0	0	0	0	0.01	0.02	0.15	0.16	0.43	0.81	0.97	0.95	1	0.88	0.9
1271	0	0	0	0	0.01	0	0.02	0.14	0.18	0.54	0.73	0.97	1	0.85	0.95	0.86
1272	0	0	0	0	0	0.01	0.01	0.13	0.2	0.44	0.79	1	0.97	0.89	0.9	0.9
1273	0	0	0	0.01	0	0	0.03	0.12	0.19	0.71	0.72	0.97	0.96	1	0.8	1
1274	0	0	0	0	0	0	0.02	0.11	0.22	0.64	0.72	1	0.97	0.87	0.93	0.91
1275	0	0	0	0	0.01	0	0.02	0.14	0.17	0.38	0.83	0.97	0.96	0.96	0.86	0.9
1276	0	0	0	0	0	0.01	0.01	0.13	0.16	0.58	0.85	1	0.97	0.86	0.95	0.88
1277	0	0	0	0	0	0.01	0.02	0.11	0.17	0.54	0.79	0.97	1	0.94	0.87	0.91
1278	0	0	0	0	0	0.01	0.02	0.11	0.23	0.5	0.84	0.95	0.97	0.92	0.85	1
1279	0	0	0	0	0.01	0.01	0.02	0.11	0.19	0.41	0.85	0.9	1	0.95	0.86	0.86
1280	0	0	0	0	0	0	0.02	0.15	0.19	0.52	0.74	0.96	1	0.89	0.83	1
1281	0	0	0	0	0	0.01	0.01	0.14	0.15	0.6	0.84	0.97	0.97	0.93	0.86	1
1282	0	0	0	0	0	0	0.02	0.13	0.17	0.53	0.84	1	0.97	0.9	1	0.82
1283	0	0	0	0	0	0	0.03	0.13	0.18	0.48	0.77	0.94	0.97	0.88	0.93	1
1284	0	0	0	0	0	0	0.01	0.15	0.2	0.48	0.82	0.97	0.94	1	0.81	1
1285	0	0	0	0	0	0.01	0.02	0.1	0.16	0.58	0.83	1	0.97	0.95	0.87	0.9
1286	0	0	0	0	0.01	0.01	0.02	0.1	0.17	0.59	0.87	1	0.97	0.92	0.86	1
1287	0	0	0	0	0	0	0.03	0.17	0.11	0.59	0.72	1	1	0.89	0.91	0.86
1288	0	0	0	0	0	0	0.02	0.11	0.21	0.5	0.74	1	0.97	0.89	0.92	0.91
1289	0	0	0	0	0	0	0.02	0.11	0.23	0.52	0.76	0.93	0.97	1	0.78	1
1290	0	0	0	0	0	0.01	0.01	0.12	0.25	0.47	0.69	1	1	0.88	0.89	1
1291	0	0	0	0	0	0.01	0.02	0.14	0.21	0.43	0.76	0.93	0.97	0.95	0.85	1
1292	0	0	0	0	0.01	0.01	0.01	0.11	0.19	0.52	0.76	0.95	1	0.83	0.92	1
1293	0	0	0	0	0	0.02	0.01	0.13	0.15	0.61	0.76	0.97	0.94	0.9	1	0.86
1294	0	0	0	0	0	0.01	0.03	0.12	0.18	0.68	0.74	0.97	0.97	1	0.88	0.83
1295	0	0	0	0	0	0	0.03	0.09	0.24	0.42	0.8	0.97	1	0.88	0.94	0.89
1296	0	0	0	0	0	0.01	0.01	0.12	0.2	0.63	0.81	1	0.97	0.94	0.91	0.86
1297	0	0	0	0	0.01	0.01	0.01	0.11	0.21	0.5	0.76	0.97	1	0.89	0.86	1
1298	0	0	0	0	0.01	0.01	0.03	0.07	0.21	0.63	0.71	0.97	1	0.95	0.79	1
1299	0	0	0	0	0	0.01	0.02	0.11	0.24	0.48	0.81	0.97	1	0.87	0.9	0.91
1300	0	0	0	0	0	0.01	0.01	0.13	0.2	0.54	0.75	0.92	0.97	0.96	0.93	0.8
1301	0	0	0	0	0	0.01	0.02	0.11	0.21	0.53	0.8	0.94	0.97	0.88	0.94	0.88
1302	0	0	0	0	0	0.01	0.02	0.08	0.24	0.63	0.71	1	0.97	1	0.76	1
1303	0	0	0	0	0.01	0	0.02	0.11	0.23	0.61	0.63	1	0.97	0.89	0.95	0.9
1304	0	0	0	0	0	0.01	0.03	0.08	0.22	0.43	0.83	1	1	0.89	0.81	1
1305	0	0	0	0	0	0.01	0.02	0.13	0.2	0.5	0.82	0.95	1	1	0.87	0.75
1306	0	0	0	0	0	0.01	0.02	0.11	0.19	0.52	0.77	1	1	0.96	0.79	1
1307	0	0	0	0	0	0.01	0.02	0.14	0.15	0.47	0.89	1	0.96	0.91	0.94	0.88
1308	0	0	0	0	0	0.01	0.02	0.13	0.2	0.48	0.83	0.96	0.98	0.9	0.87	1
1309	0	0	0	0	0.01	0	0.03	0.1	0.24	0.48	0.81	0.94	1	0.95	0.9	0.86
1310	0	0	0	0	0	0	0.03	0.14	0.16	0.4	0.9	0.97	0.97	0.94	0.86	0.9
1311	0	0	0	0	0	0.01	0.03	0.12	0.13	0.55	0.72	0.97	0.97	0.95	0.86	1
1312	0	0	0	0	0.02	0.01	0.01	0.13	0.18	0.53	0.83	0.96	1	0.86	0.89	1
1313	0	0	0	0	0	0.01	0.01	0.15	0.16	0.58	0.74	1	1	1	0.71	1
1314	0	0	0	0	0	0.02	0.01	0.09	0.23	0.34	0.92	0.97	0.97	0.95	0.84	0.88
1315	0	0	0	0	0	0.01	0.02	0.1	0.21	0.42	0.78	1	0.97	0.95	0.86	1
1316	0	0	0	0	0	0.01	0.02	0.12	0.17	0.52	0.79	1	0.97	0.87	0.88	1
1317	0	0	0	0	0.01	0	0.02	0.14	0.15	0.48	0.81	0.97	1	0.86	0.94	0.9
1318	0	0	0	0	0	0	0.04	0.12	0.18	0.45	0.82	1	0.97	0.88	0.88	1
1319	0	0	0	0.01	0.01	0	0.02	0.12	0.2	0.5	0.82	0.97	0.96	0.87	1	0.9
1320	0	0	0	0	0	0.01	0.02	0.1	0.25	0.41	0.88	0.97	0.97	0.88	0.93	1
1321	0	0	0	0	0	0.01	0.02	0.11	0.19	0.42	0.9	0.94	1	0.93	0.86	1
1322	0	0	0	0	0	0.01	0.02	0.13	0.2	0.57	0.74	0.97	0.96	1	0.88	0.86
1323	0	0	0	0	0	0	0.01	0.17	0.16	0.47	0.73	0.97	0.97	0.95	0.83	1
1324	0	0	0	0	0	0.01	0.02	0.11	0.22	0.6	0.81	0.98	0.95	0.89	1	0.8
1325	0	0	0	0	0.01	0	0.01	0.12	0.24	0.52	0.79	0.96	0.97	0.91	0.88	1
1326	0	0	0	0	0	0	0.02	0.13	0.19	0.43	0.79	0.97	0.97	0.96	0.89	0.78
1327	0	0	0	0	0.02	0.01	0.01	0.14	0.14	0.74	0.73	1	0.97	0.92	0.87	0.92
1328	0	0	0	0	0	0.01	0.04	0.11	0.16	0.5	0.92	0.97	0.94	0.95	0.91	0.83
1329	0	0	0	0	0	0.02	0.01	0.11	0.21	0.46	0.76	1	0.96	0.88	0.94	1
1330	0	0	0	0	0	0	0.02	0.12	0.2	0.6	0.72	0.97	0.97	0.89	0.96	0.83
1331	0	0	0	0	0	0	0.02	0.13	0.21	0.52	0.89	0.94	0.94	0.95	0.89	1
1332	0	0	0	0	0	0	0.02	0.14	0.24	0.39	0.78	0.97	0.97	0.85	0.95	1
1333	0	0	0	0	0	0	0.02	0.12	0.22	0.54	0.77	0.97	1	0.88	0.9	0.88
1334	0	0	0	0	0	0.01	0.03	0.12	0.2	0.44	0.87	1	1	0.88	0.9	0.8
1335	0	0	0	0	0	0.01	0.01	0.14	0.18	0.54	0.81	0.94	1	0.82	0.95	1
1336	0	0	0	0	0	0	0.02	0.14	0.18	0.53	0.75	1	0.96	0.88	0.89	0.93
1337	0	0	0	0	0	0.01	0.01	0.12	0.18	0.63	0.82	0.93	1	0.86	1	0.88
1338	0	0	0	0	0.01	0.01	0.01	0.15	0.23	0.45	0.73	0.97	0.97	0.94	0.92	0.83
1339	0	0	0	0	0	0.01	0.01	0.15	0.17	0.52	0.76	1	1	0.92	0.87	1
1340	0	0	0	0	0	0.01	0.01	0.17	0.19	0.48	0.75	0.91	1	1	0.56	1
1341	0	0	0	0	0	0.01	0.02	0.11	0.22	0.58	0.85	1	1	0.9	0.89	0.89
1342	0	0	0	0	0	0.01	0.03	0.09	0.19	0.56	0.73	1	0.97	0.93	0.89	0.91
1343	0	0	0	0	0.01	0.01	0.01	0.12	0.2	0.52	0.66	1	0.97	0.92	0.95	0.86
1344	0	0	0	0	0	0.01	0	0.12	0.2	0.76	0.66	0.97	1	0.87	0.9	1
1345	0	0	0	0	0	0.01	0.01	0.08	0.26	0.58	0.8	0.97	0.97	1	0.84	0.86
1346	0	0	0	0	0	0	0.02	0.14	0.16	0.64	0.75	0.97	1	0.94	0.81	1
1347	0	0	0	0	0	0.01	0.03	0.12	0.16	0.66	0.65	0.97	1	0.81	1	0.75
1348	0	0	0	0	0	0	0.03	0.14	0.21	0.48	0.81	0.97	0.9	0.93	1	0.8
1349	0	0	0	0	0.01	0	0.02	0.1	0.21	0.57	0.79	1	0.96	0.96	0.88	0.83
1350	0	0	0	0	0.01	0	0.02	0.14	0.17	0.58	0.76	0.88	1	0.9	0.94	0.89
1351	0	0	0	0	0	0.01	0.02	0.14	0.16	0.58	0.82	1	0.95	0.93	0.92	0.83
1352	0	0	0	0	0	0.01	0.02	0.1	0.24	0.58	0.7	0.97	1	0.9	0.86	1
1353	0	0	0	0	0.01	0	0.02	0.12	0.19	0.63	0.86	0.97	0.93	0.95	0.91	0.89
1354	0	0	0	0	0	0.01	0.02	0.13	0.2	0.57	0.78	0.96	0.97	0.94	0.87	1
1355	0	0	0	0	0	0.01	0.03	0.12	0.17	0.62	0.79	0.95	1	0.94	0.83	1
1356	0	0	0	0	0.01	0	0.02	0.16	0.14	0.66	0.72	0.98	0.96	0.95	0.9	0.91
